source_degree	target_degree	n_dwpcs_mean	n_nonzero_dwpcs_mean	dwpc_mean	nonzero_dwpc_mean	nonzero_dwpc_sd	pc_mean	dwpc_density	metric_type	metapath	n_perms	dwpc_beta	dwpc_alpha
6	34	1392	800	0.66174	1.1514	1.1325459439290018	3.2407	0.57471	unpermuted	CbGpPWpG			
6	35	1392	1387.8	1.8168	1.8222	0.9202179516866235		0.99702	permuted	CbGpPWpG	200	2.151874340352418	3.9211658925564765
6	35	1392	925	0.70178	1.0561	1.0756455186086664	4.0014	0.66451	unpermuted	CbGpPWpG			
6	36	1305	1301.5	1.834	1.8389	0.9197880313830656		0.99732	permuted	CbGpPWpG	200	2.1736126606960373	3.9970521839850783
6	36	1305	820	0.74791	1.1903	1.1879119842976285	3.9241	0.62835	unpermuted	CbGpPWpG			
6	37	435	434.13	1.8547	1.8585	0.9142859288511499		0.998	permuted	CbGpPWpG	200	2.223245238564888	4.131795454556178
6	37	435	280	0.86488	1.3437	1.2410018261867704	5.4736	0.64368	unpermuted	CbGpPWpG			
6	38	696	694.38	1.8641	1.8684	0.9095794139858344		0.99767	permuted	CbGpPWpG	200	2.258368316391074	4.219595202099628
6	38	696	450	0.85396	1.3208	1.2298448003183653	4.1293	0.64655	unpermuted	CbGpPWpG			
6	39	957	955.64	1.8859	1.8885	0.9066762523554863		0.99858	permuted	CbGpPWpG	200	2.2973164490303826	4.338565176536038
6	39	957	633	0.90728	1.3717	1.2181902782771983	4.4775	0.66144	unpermuted	CbGpPWpG			
6	40	696	694.95	1.9011	1.904	0.9060093819885824		0.99849	permuted	CbGpPWpG	200	2.319496206507144	4.416240569435189
6	40	696	438	0.59885	0.9516	1.1026571623162158	3.908	0.62931	unpermuted	CbGpPWpG			
6	41	783	781.95	1.9213	1.9239	0.9021538197931182		0.99866	permuted	CbGpPWpG	200	2.3638167994620316	4.547668654453183
6	41	783	491	0.58725	0.93649	1.0549640915469047	3.6526	0.62708	unpermuted	CbGpPWpG			
6	42	870	869.01	1.9307	1.9329	0.8970643180647128		0.99887	permuted	CbGpPWpG	200	2.401966258380168	4.642810623063326
6	42	870	506	0.62218	1.0698	1.1533641490193314	3.6414	0.58161	unpermuted	CbGpPWpG			
6	43	1479	1477.5	1.946	1.948	0.9002019826526261		0.99895	permuted	CbGpPWpG	200	2.403909402641346	4.682913356919212
6	43	1479	1025	0.49194	0.70984	0.8355030724093924	2.5828	0.69304	unpermuted	CbGpPWpG			
6	44	1914	1912.2	1.9609	1.9627	0.8950991147517989		0.99908	permuted	CbGpPWpG	200	2.4497399190744895	4.808196562040256
6	44	1914	1188	0.56574	0.91148	1.0367180578149395	3.0481	0.62069	unpermuted	CbGpPWpG			
6	45	2001	1999.4	1.9797	1.9813	0.8895437889268569		0.9992	permuted	CbGpPWpG	200	2.503860102940437	4.960835011739895
6	45	2001	1321	0.67799	1.027	1.106418774598291	3.977	0.66017	unpermuted	CbGpPWpG			
6	46	957	956.2	1.9867	1.9884	0.8852900732221946		0.99916	permuted	CbGpPWpG	200	2.5370450036632537	5.044609241149068
6	46	957	653	0.9107	1.3347	1.195923072296168	5.5695	0.68234	unpermuted	CbGpPWpG			
6	47	2088	2086.5	1.9997	2.0011	0.8867236730033017		0.99929	permuted	CbGpPWpG	200	2.5450847693984193	5.0930871789286245
6	47	2088	1703	0.75998	0.93179	0.9286490179402838	4.659	0.81561	unpermuted	CbGpPWpG			
6	48	1914	1912.8	2.0131	2.0144	0.8841321922875556		0.99937	permuted	CbGpPWpG	200	2.5770056215412382	5.191168668051075
6	48	1914	1133	0.49935	0.84357	0.9634008226862464	2.9969	0.59195	unpermuted	CbGpPWpG			
6	49	870	869.46	2.0285	2.0298	0.8816116203218979		0.99938	permuted	CbGpPWpG	200	2.611502583296483	5.300728143772823
6	49	870	667	0.99827	1.3021	1.0677369162812143	6.6437	0.76667	unpermuted	CbGpPWpG			
6	50	696	695.56	2.0453	2.0466	0.8797549925986938		0.99937	permuted	CbGpPWpG	200	2.644312314009326	5.411890179417467
6	50	696	525	0.85738	1.1366	1.1150125165998788	4.9267	0.75431	unpermuted	CbGpPWpG			
6	51	1131	1130.4	2.0585	2.0595	0.8773624163178475		0.99948	permuted	CbGpPWpG	200	2.675526336969873	5.51031611158093
6	51	1131	924	1.3472	1.649	1.2400714739281808	9.3342	0.81698	unpermuted	CbGpPWpG			
6	52	1566	1565.4	2.064	2.0647	0.8756829989977027		0.99964	permuted	CbGpPWpG	200	2.692561190766299	5.559362584837124
6	52	1566	1116	0.77229	1.0837	1.0257749189441956	5.2382	0.71264	unpermuted	CbGpPWpG			
6	53	783	782.69	2.0795	2.0803	0.8705071465639215		0.9996	permuted	CbGpPWpG	200	2.7452451591467657	5.7109314936782765
6	53	783	434	0.57521	1.0378	0.9915197256993247	3.2593	0.55428	unpermuted	CbGpPWpG			
6	54	609	608.83	2.0888	2.0894	0.8746689518796613		0.99971	permuted	CbGpPWpG	200	2.7310262204329727	5.706097141651338
6	54	609	455	0.94098	1.2595	1.13210153042228	6.1232	0.74713	unpermuted	CbGpPWpG			
6	55	783	782.71	2.0995	2.1003	0.8680265033052669		0.99962	permuted	CbGpPWpG	200	2.7875456148570343	5.8547713219329935
6	55	783	638	1.0025	1.2303	1.0723405418753789	7.6386	0.81481	unpermuted	CbGpPWpG			
6	56	522	521.79	2.1185	2.1193	0.8603750901952067		0.99961	permuted	CbGpPWpG	200	2.862952042964653	6.06741642211744
6	56	522	389	1.185	1.5901	1.1837109104344214	5.9923	0.74521	unpermuted	CbGpPWpG			
6	57	261	260.94	2.1228	2.1233	0.8570195314511999		0.99977	permuted	CbGpPWpG	200	2.890927647029533	6.138409878629933
6	57	261	232	1.1565	1.301	1.1620132536866248	7.6207	0.88889	unpermuted	CbGpPWpG			
6	58	435	434.86	2.1336	2.1344	0.8537441803897947		0.99967	permuted	CbGpPWpG	200	2.9282674729434963	6.249956568326656
6	58	435	431	1.5688	1.5833	1.1229737980519743	12.726	0.9908	unpermuted	CbGpPWpG			
6	59	609	608.87	2.1469	2.1474	0.8535183180854805		0.99979	permuted	CbGpPWpG	200	2.9476614073361183	6.329667303276059
6	59	609	510	1.0816	1.2916	1.1042965760508474	8.9163	0.83744	unpermuted	CbGpPWpG			
6	60	261	260.94	2.166	2.1664	0.84811106946967		0.99979	permuted	CbGpPWpG	200	3.0118979877208356	6.525082091831194
6	60	261	218	1.3299	1.5922	1.2862627396302326	7.41	0.83525	unpermuted	CbGpPWpG			
6	61	348	347.92	2.1578	2.1583	0.8515969502180468		0.99977	permuted	CbGpPWpG	200	2.97611668586979	6.423446398842439
6	61	348	294	1.1327	1.3408	1.1311654723701343	8.2069	0.84483	unpermuted	CbGpPWpG			
6	62	261	260.94	2.1811	2.1816	0.8528793226327686		0.99977	permuted	CbGpPWpG	200	2.999164113624806	6.542980600772879
6	62	261	139	0.66766	1.2537	1.1867928685951192	3.3295	0.53257	unpermuted	CbGpPWpG			
6	63	174	173.96	2.1823	2.1828	0.8499571135462133		0.99977	permuted	CbGpPWpG	200	3.0214232490422437	6.59503582918004
6	63	174	122	1.3087	1.8665	1.2852414188506838	5.8621	0.70115	unpermuted	CbGpPWpG			
6	64	174	173.97	2.1873	2.1876	0.8484470875631253		0.99986	permuted	CbGpPWpG	200	3.0389535318851117	6.6481015585781735
6	64	174	126	0.64324	0.88829	1.1226812491684401	5.3621	0.72414	unpermuted	CbGpPWpG			
6	65	261	260.96	2.2027	2.2031	0.8487338819605559		0.99985	permuted	CbGpPWpG	200	3.058335137882102	6.737724181673939
6	65	261	198	1.1745	1.5482	1.2274518229827	7.7088	0.75862	unpermuted	CbGpPWpG			
6	66	348	347.96	2.2092	2.2094	0.8438163718114515		0.99989	permuted	CbGpPWpG	200	3.1030263050087137	6.855936857407206
6	66	348	235	0.96682	1.4317	1.1560750764470125	5.1006	0.67529	unpermuted	CbGpPWpG			
6	68	435	434.96	2.2322	2.2324	0.8384412909938165		0.99991	permuted	CbGpPWpG	200	3.1756153962531477	7.089263415744028
6	68	435	238	0.66424	1.2141	1.2928114592899507	3.5747	0.54713	unpermuted	CbGpPWpG			
6	69	87	86.985	2.2345	2.2349	0.8365718401189991		0.99983	permuted	CbGpPWpG	200	3.193409533161499	7.137000353192036
6	69	87	55	0.8017	1.2681	1.3785102203053254	3.908	0.63218	unpermuted	CbGpPWpG			
6	70	348	347.99	2.2454	2.2455	0.8304684445531862		0.99996	permuted	CbGpPWpG	200	3.2558537562263683	7.310987628918561
6	70	348	281	1.1567	1.4325	1.1792249967484576	6.2328	0.80747	unpermuted	CbGpPWpG			
6	71	87	87	2.2573	2.2573	0.8213866410857252		1	permuted	CbGpPWpG	200	3.345737848828349	7.552297498163063
6	71	87	53	0.71313	1.1706	1.0203373050158369	6.6322	0.6092	unpermuted	CbGpPWpG			
6	73	261	260.96	2.2696	2.2699	0.8309968534836746		0.99985	permuted	CbGpPWpG	200	3.2871010220348085	7.461477977715121
6	73	261	213	1.144	1.4018	1.182209132821788	5.7318	0.81609	unpermuted	CbGpPWpG			
6	75	87	86.99	2.2931	2.2934	0.8237867351365552		0.99989	permuted	CbGpPWpG	200	3.379495042948961	7.750562390181877
6	75	87	87	1.9004	1.9004	1.1647770700369804	14.655	1	unpermuted	CbGpPWpG			
6	76	348	347.96	2.3098	2.3101	0.8164751981360949		0.99989	permuted	CbGpPWpG	200	3.4653015786178507	8.005124053564037
6	76	348	312	0.93872	1.047	1.020777902033483	8.0402	0.89655	unpermuted	CbGpPWpG			
6	78	174	173.98	2.3161	2.3164	0.817967345208376		0.99989	permuted	CbGpPWpG	200	3.46204556229547	8.019319017910705
6	78	174	124	0.88719	1.2449	1.254492121503973	3.9368	0.71264	unpermuted	CbGpPWpG			
6	80	174	173.98	2.327	2.3273	0.8150244516533995		0.99989	permuted	CbGpPWpG	200	3.503509721083033	8.15357236883044
6	80	174	122	1.0424	1.4867	1.1244325681065253	6.454	0.70115	unpermuted	CbGpPWpG			
6	81	87	86.99	2.3474	2.3477	0.8132604030036424		0.99989	permuted	CbGpPWpG	200	3.5496191565950648	8.33341046666383
6	81	87	83	0.91749	0.96171	1.0469156034207643	8.6322	0.95402	unpermuted	CbGpPWpG			
6	82	174	173.99	2.3462	2.3463	0.8091862538408494		0.99994	permuted	CbGpPWpG	200	3.5834040725197056	8.40791976980671
6	82	174	155	0.86002	0.96545	1.0460441576038486	5.2931	0.8908	unpermuted	CbGpPWpG			
6	83	1740	1739.9	2.3545	2.3546	0.8078201861767995		0.99995	permuted	CbGpPWpG	200	3.6081821782195176	8.495839842444108
6	83	1740	1589	0.66988	0.73354	0.8436721515785933	5.8345	0.91322	unpermuted	CbGpPWpG			
6	84	2001	2000.9	2.3583	2.3585	0.8072829135082196		0.99994	permuted	CbGpPWpG	200	3.6189081400634886	8.535061207469873
6	84	2001	1866	0.64977	0.69678	0.8282712137941097	6.0055	0.93253	unpermuted	CbGpPWpG			
6	85	87	87	2.3682	2.3682	0.804604878015772		1	permuted	CbGpPWpG	200	3.658021294179762	8.662789889024099
6	85	87	83	0.6367	0.66739	0.8058395174855809	6.1034	0.95402	unpermuted	CbGpPWpG			
6	86	435	435	2.3729	2.3729	0.806573518904412		0.99999	permuted	CbGpPWpG	200	3.6474598778256477	8.655037727746203
6	86	435	348	0.83327	1.0416	1.0867140690515418	6.8483	0.8	unpermuted	CbGpPWpG			
6	88	87	86.99	2.3945	2.3948	0.7948425233700747		0.99989	permuted	CbGpPWpG	200	3.7906016867658976	9.077755680158617
6	88	87	67	0.94571	1.228	1.142514626309872	4.8391	0.77011	unpermuted	CbGpPWpG			
6	89	87	87	2.3861	2.3861	0.7944582400574947		1	permuted	CbGpPWpG	200	3.7805204220107402	9.020805616222516
6	89	87	87	1.6307	1.6307	1.2286471191275163	11.678	1	unpermuted	CbGpPWpG			
6	90	87	86.995	2.4041	2.4043	0.7899003363675264		0.99994	permuted	CbGpPWpG	200	3.8533573076961467	9.264525059223851
6	90	87	65	1.168	1.5633	1.1016963929932373	8.9195	0.74713	unpermuted	CbGpPWpG			
6	91	87	86.995	2.4196	2.4197	0.7839238712739807		0.99994	permuted	CbGpPWpG	200	3.937470257070302	9.527574451357514
6	91	87	65	0.93764	1.255	1.3801813030306425	4.9885	0.74713	unpermuted	CbGpPWpG			
6	92	174	174	2.418	2.418	0.7928193784664384		1	permuted	CbGpPWpG	200	3.846809507348518	9.301433279020582
6	92	174	125	0.90752	1.2633	1.0612408319863367	7.1379	0.71839	unpermuted	CbGpPWpG			
6	93	87	86.995	2.433	2.4331	0.7979594179010668		0.99994	permuted	CbGpPWpG	200	3.8212231553690565	9.297504799596313
6	93	87	85	1.7684	1.81	1.208243637403154	11.276	0.97701	unpermuted	CbGpPWpG			
6	95	174	174	2.4411	2.4411	0.7930527385665186		1	permuted	CbGpPWpG	200	3.881342145665794	9.474755126286032
6	95	174	148	0.96409	1.1335	1.2011419536231243	8.7011	0.85057	unpermuted	CbGpPWpG			
6	98	174	173.99	2.4562	2.4563	0.7882140078007708		0.99994	permuted	CbGpPWpG	200	3.9536818451828064	9.711621197020223
6	98	174	134	1.1834	1.5366	1.1141379547069943	6.2931	0.77011	unpermuted	CbGpPWpG			
6	101	87	86.995	2.4834	2.4835	0.7777315958492907		0.99994	permuted	CbGpPWpG	200	4.105888190796981	10.197030612223632
6	101	87	56	0.5956	0.9253	1.2152523983919261	4.2184	0.64368	unpermuted	CbGpPWpG			
6	103	174	174	2.4889	2.4889	0.7713316313576613		1	permuted	CbGpPWpG	200	4.183398164112221	10.412156476554914
6	103	174	140	1.2298	1.5284	1.1882357043638414	7.5805	0.8046	unpermuted	CbGpPWpG			
6	104	174	173.99	2.4852	2.4853	0.776789610527417		0.99994	permuted	CbGpPWpG	200	4.118841497538862	10.236629286694322
6	104	174	168	1.3448	1.3928	1.167765436026194	13.161	0.96552	unpermuted	CbGpPWpG			
6	109	87	87	2.5075	2.5075	0.7714483581637401		1	permuted	CbGpPWpG	200	4.213313957231935	10.564802001188566
6	109	87	74	1.2002	1.4111	1.0549998008007395	7.4943	0.85057	unpermuted	CbGpPWpG			
6	110	87	86.99	2.5264	2.5267	0.7647995423709079		0.99989	permuted	CbGpPWpG	200	4.319694269548955	10.914435015003592
6	110	87	87	2.1409	2.1409	1.2343474722050312	16.264	1	unpermuted	CbGpPWpG			
6	111	87	87	2.528	2.528	0.7662032324688121		1	permuted	CbGpPWpG	200	4.306118409203663	10.885788581109425
6	111	87	63	0.8367	1.1554	1.2691920899497593	5.1264	0.72414	unpermuted	CbGpPWpG			
6	113	174	174	2.5431	2.5431	0.7614349618384547		1	permuted	CbGpPWpG	200	4.386325533026733	11.154942796885988
6	113	174	170	1.9071	1.9519	1.2015895550208477	15.115	0.97701	unpermuted	CbGpPWpG			
6	114	174	174	2.5444	2.5444	0.764545443311892		1	permuted	CbGpPWpG	200	4.35290038734674	11.07551848067277
6	114	174	145	1.5978	1.9174	1.2175177789359712	6.9483	0.83333	unpermuted	CbGpPWpG			
6	115	87	87	2.5442	2.5442	0.7614462318637886		1	permuted	CbGpPWpG	200	4.388009630135004	11.163840621569985
6	115	87	61	0.96573	1.3774	1.132484437414237	6.7586	0.70115	unpermuted	CbGpPWpG			
6	118	87	87	2.5634	2.5634	0.7589422962502751		1	permuted	CbGpPWpG	200	4.450372132775289	11.40801724186315
6	118	87	61	0.87113	1.2424	1.1825613748277675	7.5287	0.70115	unpermuted	CbGpPWpG			
6	119	87	87	2.5559	2.5559	0.7598182807375464		1	permuted	CbGpPWpG	200	4.427227667738326	11.315745940909126
6	119	87	62	1.0818	1.5181	1.4600130921224819	4.8276	0.71264	unpermuted	CbGpPWpG			
6	120	87	87	2.574	2.574	0.7500334419324765		1	permuted	CbGpPWpG	200	4.575666623257048	11.777958109276376
6	120	87	85	2.0863	2.1354	1.0476924708334354	16.402	0.97701	unpermuted	CbGpPWpG			
6	122	87	87	2.5767	2.5767	0.7543628793416854		1	permuted	CbGpPWpG	200	4.528036160855012	11.667569377273415
6	122	87	73	1.3075	1.5583	1.39691004733584	5.9655	0.83908	unpermuted	CbGpPWpG			
6	125	87	87	2.5989	2.5989	0.7501921100552518		1	permuted	CbGpPWpG	200	4.61781900542058	12.001037648287506
6	125	87	73	1.7304	2.0623	1.2878036063419884	11.218	0.83908	unpermuted	CbGpPWpG			
6	126	87	87	2.5957	2.5957	0.7549977975462624		1	permuted	CbGpPWpG	200	4.553707625488463	11.820113732671437
6	126	87	61	0.99139	1.4139	1.2319637282230693	7.6092	0.70115	unpermuted	CbGpPWpG			
6	127	174	174	2.6089	2.6089	0.74643690355766		1	permuted	CbGpPWpG	200	4.682462409839105	12.21616259464086
6	127	174	117	1.0292	1.5306	1.304127789082703	6.7759	0.67241	unpermuted	CbGpPWpG			
6	133	87	87	2.6432	2.6432	0.7418992609087928		1	permuted	CbGpPWpG	200	4.802137091797967	12.692845249999241
6	133	87	65	1.0386	1.3901	1.067685586675329	8.2874	0.74713	unpermuted	CbGpPWpG			
6	135	87	87	2.6388	2.6388	0.7432839079894575		1	permuted	CbGpPWpG	200	4.776303355798516	12.603560933019226
6	135	87	82	1.6679	1.7696	1.0600063856498678	11.092	0.94253	unpermuted	CbGpPWpG			
6	136	87	87	2.6532	2.6532	0.734188630582685		1	permuted	CbGpPWpG	200	4.92222218194846	13.059836388466127
6	136	87	72	1.3267	1.6031	1.1529144436641656	6.2759	0.82759	unpermuted	CbGpPWpG			
6	145	87	86.995	2.6809	2.681	0.7277136636411238		0.99994	permuted	CbGpPWpG	200	5.062652552959855	13.573045494294247
6	145	87	65	1.1277	1.5094	1.1643993407064162	8.4713	0.74713	unpermuted	CbGpPWpG			
6	150	174	174	2.7073	2.7073	0.7275784683632854		1	permuted	CbGpPWpG	200	5.1142676190624	13.846071710978839
6	150	174	145	1.3981	1.6777	1.1997277951951808	8.8966	0.83333	unpermuted	CbGpPWpG			
6	154	87	87	2.7261	2.7261	0.7216765156661538		1	permuted	CbGpPWpG	200	5.234203970884677	14.268766504162212
6	154	87	61	0.87059	1.2417	1.2557056495704322	6.9655	0.70115	unpermuted	CbGpPWpG			
6	156	87	87	2.7355	2.7355	0.7229292069686628		1	permuted	CbGpPWpG	200	5.234054031927185	14.317524837409202
6	156	87	83	1.3854	1.4521	1.1837312170539982	13.759	0.95402	unpermuted	CbGpPWpG			
6	163	87	87	2.759	2.759	0.7198782983346153		1	permuted	CbGpPWpG	200	5.323890265467237	14.688462994697797
6	163	87	65	1.0435	1.3967	1.124397366163469	8.3563	0.74713	unpermuted	CbGpPWpG			
6	173	174	174	2.796	2.796	0.7063732313841137		1	permuted	CbGpPWpG	200	5.6036678791577215	15.667988375244006
6	173	174	171	0.86011	0.8752	0.9220680317482782	8.8621	0.98276	unpermuted	CbGpPWpG			
6	176	87	87	2.7992	2.7992	0.6993738097477191		1	permuted	CbGpPWpG	200	5.722902618694261	16.01959165172997
6	176	87	83	1.2768	1.3384	1.15418812486909	13.563	0.95402	unpermuted	CbGpPWpG			
6	189	174	174	2.8384	2.8385	0.68983321701529		0.99997	permuted	CbGpPWpG	200	5.964811393313904	16.930962091758705
6	189	174	169	1.1191	1.1522	1.1590146941107735	11.391	0.97126	unpermuted	CbGpPWpG			
6	192	87	87	2.8519	2.8519	0.6951584622036523		1	permuted	CbGpPWpG	200	5.901477423358868	16.83019421818214
6	192	87	86	0.86729	0.87738	0.8786531650622749	9.1264	0.98851	unpermuted	CbGpPWpG			
6	204	87	87	2.8791	2.8791	0.6794713204497581		1	permuted	CbGpPWpG	200	6.236114793610346	17.95438208118637
6	204	87	71	1.3735	1.683	1.288982771397834	9.9885	0.81609	unpermuted	CbGpPWpG			
6	231	87	87	2.9552	2.9552	0.6723769920340629		1	permuted	CbGpPWpG	200	6.536744436437777	19.317401203326312
6	231	87	79	1.7516	1.9289	1.2764998376714392	12.943	0.90805	unpermuted	CbGpPWpG			
7	0	7.4189e+05	0	0				0	permuted	CbGpPWpG	200		
7	0	7.4189e+05	0	0			0	0	unpermuted	CbGpPWpG			
7	1	66774	15714	0.3114	1.3233	1.0050231479868423		0.23533	permuted	CbGpPWpG	200	1.3100789122740641	1.7335925879204945
7	1	66774	4813	0.19996	2.7742	0.9956791991273415	0.13586	0.072079	unpermuted	CbGpPWpG			
7	2	61132	25042	0.48863	1.1928	0.9635890441422309		0.40964	permuted	CbGpPWpG	200	1.2846862455502097	1.5324201564117772
7	2	61132	10543	0.29896	1.7335	1.0367904316686707	0.47638	0.17246	unpermuted	CbGpPWpG			
7	3	45260	24545	0.62413	1.1508	0.9493143098178025		0.54232	permuted	CbGpPWpG	200	1.277018348807088	1.4696513899748864
7	3	45260	13545	0.41518	1.3873	1.172024023605542	0.99074	0.29927	unpermuted	CbGpPWpG			
7	4	78740	50695	0.73766	1.1458	0.9428199734305195		0.64382	permuted	CbGpPWpG	200	1.2889456454034487	1.4768172483302486
7	4	78740	28848	0.50903	1.3894	1.0742323849606437	1.8942	0.36637	unpermuted	CbGpPWpG			
7	5	48236	34738	0.83464	1.159	0.9419487379117656		0.72017	permuted	CbGpPWpG	200	1.30621044764293	1.5138430221124284
7	5	48236	19736	0.58651	1.4335	1.2057624267677534	2.0036	0.40915	unpermuted	CbGpPWpG			
7	6	37572	29284	0.9198	1.1801	0.9439048519169202		0.7794	permuted	CbGpPWpG	200	1.3245676675021796	1.5631646907941474
7	6	37572	19148	0.70047	1.3744	1.1512119550022812	2.7145	0.50963	unpermuted	CbGpPWpG			
7	7	31620	26100	0.99569	1.2063	0.9443946558646706		0.82544	permuted	CbGpPWpG	200	1.3524805612798811	1.6314324838055376
7	7	31620	16806	0.74403	1.3999	1.1592277928239112	3.086	0.5315	unpermuted	CbGpPWpG			
7	8	24924	21454	1.0643	1.2364	0.9472227291575822		0.86078	permuted	CbGpPWpG	200	1.3780366741964996	1.7038280857187103
7	8	24924	14227	0.84136	1.474	1.2115288227709973	3.52	0.57082	unpermuted	CbGpPWpG			
7	9	23498	20871	1.1257	1.2673	0.9493414986579556		0.88821	permuted	CbGpPWpG	200	1.4061860852453048	1.7820936532619323
7	9	23498	12337	0.85662	1.6316	1.2580323127770645	3.782	0.52502	unpermuted	CbGpPWpG			
7	10	18228	16591	1.1842	1.3011	0.9510212788511359		0.91018	permuted	CbGpPWpG	200	1.4385404857078918	1.8716500343431464
7	10	18228	9293	0.87847	1.7231	1.3108742878902955	4.1014	0.50982	unpermuted	CbGpPWpG			
7	11	12586	11691	1.2368	1.3314	0.9512696082012325		0.92888	permuted	CbGpPWpG	200	1.471354674761076	1.9590340769934182
7	11	12586	6628	0.90212	1.713	1.3316280593076448	4.2251	0.52662	unpermuted	CbGpPWpG			
7	12	11160	10498	1.2864	1.3675	0.9513514496722176		0.94067	permuted	CbGpPWpG	200	1.5109183578648908	2.066160071344481
7	12	11160	6097	0.91734	1.6791	1.3159182995865544	4.3938	0.54633	unpermuted	CbGpPWpG			
7	13	11098	10565	1.3312	1.3983	0.951545997270931		0.95198	permuted	CbGpPWpG	200	1.544371804795109	2.1595501897597926
7	13	11098	5456	0.79353	1.6141	1.3574109507440448	3.8598	0.49162	unpermuted	CbGpPWpG			
7	14	7130	6851.2	1.3749	1.4309	0.9513725667954555		0.9609	permuted	CbGpPWpG	200	1.5808921232058721	2.2620683307225713
7	14	7130	4253	0.9432	1.5812	1.3880283004348835	4.4534	0.59649	unpermuted	CbGpPWpG			
7	15	6262	6066.1	1.4145	1.4602	0.9503298998635414		0.96872	permuted	CbGpPWpG	200	1.6168309831927212	2.3609023959063005
7	15	6262	3419	0.89631	1.6416	1.4308599622336975	4.3711	0.54599	unpermuted	CbGpPWpG			
7	16	4774	4647.5	1.4551	1.4947	0.9498273613643075		0.9735	permuted	CbGpPWpG	200	1.6567468566482166	2.476290904956369
7	16	4774	2740	0.83782	1.4598	1.2826153934324864	4.0999	0.57394	unpermuted	CbGpPWpG			
7	17	3348	3275.6	1.49	1.5229	0.9475409819169249		0.97838	permuted	CbGpPWpG	200	1.6961628371962592	2.5830397677794124
7	17	3348	1993	0.81477	1.3687	1.190745614301863	3.6302	0.59528	unpermuted	CbGpPWpG			
7	18	3658	3589.8	1.5225	1.5514	0.9465873962187824		0.98137	permuted	CbGpPWpG	200	1.7314565938569517	2.6862390140591192
7	18	3658	2256	0.83543	1.3546	1.2110495735489974	4.2239	0.61673	unpermuted	CbGpPWpG			
7	19	3162	3115.3	1.5591	1.5825	0.942042275612223		0.98522	permuted	CbGpPWpG	200	1.783223105050286	2.8219684305666473
7	19	3162	2112	0.95662	1.4322	1.2171242057558742	4.6417	0.66793	unpermuted	CbGpPWpG			
7	20	2728	2693.4	1.5896	1.61	0.9400487077103126		0.98733	permuted	CbGpPWpG	200	1.82189617890177	2.9332424631062852
7	20	2728	1548	0.88908	1.5668	1.3276107452821684	4.5773	0.56745	unpermuted	CbGpPWpG			
7	21	5208	5154.4	1.6202	1.637	0.9363178657546116		0.9897	permuted	CbGpPWpG	200	1.8672650737557503	3.056740480772635
7	21	5208	2727	0.5364	1.0244	1.0845535951975458	2.2611	0.52362	unpermuted	CbGpPWpG			
7	22	2914	2887.7	1.6494	1.6645	0.9352467265400431		0.99096	permuted	CbGpPWpG	200	1.9029130899266473	3.1673080222517553
7	22	2914	1615	0.71327	1.287	1.1736176896973793	3.3813	0.55422	unpermuted	CbGpPWpG			
7	23	2666	2646	1.6737	1.6864	0.9301232707040473		0.99249	permuted	CbGpPWpG	200	1.9493121320377582	3.2873336982347734
7	23	2666	1619	0.96862	1.595	1.3830800173518254	4.5544	0.60728	unpermuted	CbGpPWpG			
7	24	2542	2526.2	1.7026	1.7132	0.9293071713176776		0.99379	permuted	CbGpPWpG	200	1.9838008109941891	3.398714653931003
7	24	2542	1347	0.81335	1.5349	1.3455529602207954	4.129	0.5299	unpermuted	CbGpPWpG			
7	25	3658	3639.4	1.7294	1.7383	0.92469550481005		0.99491	permuted	CbGpPWpG	200	2.032933877716208	3.533816540890268
7	25	3658	1898	0.55267	1.0652	1.1680439687058846	2.8291	0.51886	unpermuted	CbGpPWpG			
7	26	1302	1296.5	1.7518	1.7592	0.9228374619099302		0.99579	permuted	CbGpPWpG	200	2.065702281523073	3.634008095993101
7	26	1302	593	0.62686	1.3763	1.1767893461032992	2.6152	0.45545	unpermuted	CbGpPWpG			
7	27	1054	1050	1.7768	1.7835	0.9194959876899714		0.99625	permuted	CbGpPWpG	200	2.109500904843628	3.762349261894605
7	27	1054	705	0.97413	1.4564	1.3657240387685283	5.4412	0.66888	unpermuted	CbGpPWpG			
7	28	1364	1359.3	1.7952	1.8014	0.9146012776858253		0.99657	permuted	CbGpPWpG	200	2.153481058202361	3.879231696907288
7	28	1364	768	0.74237	1.3185	1.231438110296844	3.4032	0.56305	unpermuted	CbGpPWpG			
7	29	1922	1916.8	1.8205	1.8254	0.9101338061310968		0.99731	permuted	CbGpPWpG	200	2.2036625672449532	4.022542871151178
7	29	1922	875	0.57579	1.2648	1.2821410122409012	3.3106	0.45525	unpermuted	CbGpPWpG			
7	30	930	927.89	1.8412	1.8454	0.9115257035020633		0.99773	permuted	CbGpPWpG	200	2.2209921150231593	4.098565429155873
7	30	930	583	0.9392	1.4982	1.2205205524331577	4.9667	0.62688	unpermuted	CbGpPWpG			
7	31	806	804.52	1.8659	1.8693	0.8998254701635492		0.99817	permuted	CbGpPWpG	200	2.3086505555314853	4.315518348681308
7	31	806	484	0.84086	1.4003	1.2205499345368362	4.8598	0.6005	unpermuted	CbGpPWpG			
7	32	1116	1114.1	1.8833	1.8865	0.8992366127601062		0.99831	permuted	CbGpPWpG	200	2.332913588486627	4.400938175254321
7	32	1116	580	0.56753	1.092	1.190783352631606	3.0009	0.51971	unpermuted	CbGpPWpG			
