position	identifier	name
547	GO:0004707	MAP kinase activity
548	GO:0004708	MAP kinase kinase activity
549	GO:0004709	MAP kinase kinase kinase activity
550	GO:0004711	ribosomal protein S6 kinase activity
551	GO:0004712	protein serine/threonine/tyrosine kinase activity
552	GO:0004713	protein tyrosine kinase activity
553	GO:0004714	transmembrane receptor protein tyrosine kinase activity
554	GO:0004715	non-membrane spanning protein tyrosine kinase activity
555	GO:0004716	receptor signaling protein tyrosine kinase activity
556	GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
557	GO:0004720	protein-lysine 6-oxidase activity
558	GO:0004721	phosphoprotein phosphatase activity
559	GO:0004722	protein serine/threonine phosphatase activity
560	GO:0004723	calcium-dependent protein serine/threonine phosphatase activity
561	GO:0004724	magnesium-dependent protein serine/threonine phosphatase activity
562	GO:0004725	protein tyrosine phosphatase activity
563	GO:0004726	non-membrane spanning protein tyrosine phosphatase activity
564	GO:0004727	prenylated protein tyrosine phosphatase activity
565	GO:0004731	purine-nucleoside phosphorylase activity
566	GO:0004735	pyrroline-5-carboxylate reductase activity
567	GO:0004738	pyruvate dehydrogenase activity
568	GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity
569	GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity
570	GO:0004741	[pyruvate dehydrogenase (lipoamide)] phosphatase activity
571	GO:0004743	pyruvate kinase activity
572	GO:0004745	retinol dehydrogenase activity
573	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
574	GO:0004749	ribose phosphate diphosphokinase activity
575	GO:0004750	ribulose-phosphate 3-epimerase activity
576	GO:0004756	selenide, water dikinase activity
577	GO:0004758	serine C-palmitoyltransferase activity
578	GO:0004767	sphingomyelin phosphodiesterase activity
579	GO:0004768	stearoyl-CoA 9-desaturase activity
580	GO:0004769	steroid delta-isomerase activity
581	GO:0004771	sterol esterase activity
582	GO:0004772	sterol O-acyltransferase activity
583	GO:0004774	succinate-CoA ligase activity
584	GO:0004775	succinate-CoA ligase (ADP-forming) activity
585	GO:0004776	succinate-CoA ligase (GDP-forming) activity
586	GO:0004779	sulfate adenylyltransferase activity
587	GO:0004781	sulfate adenylyltransferase (ATP) activity
588	GO:0004782	sulfinoalanine decarboxylase activity
589	GO:0004784	superoxide dismutase activity
590	GO:0004791	thioredoxin-disulfide reductase activity
591	GO:0004792	thiosulfate sulfurtransferase activity
592	GO:0004793	threonine aldolase activity
593	GO:0004794	L-threonine ammonia-lyase activity
594	GO:0004797	thymidine kinase activity
595	GO:0004798	thymidylate kinase activity
596	GO:0004800	thyroxine 5'-deiodinase activity
597	GO:0004802	transketolase activity
598	GO:0004803	transposase activity
599	GO:0004806	triglyceride lipase activity
600	GO:0004809	tRNA (guanine-N2-)-methyltransferase activity
601	GO:0004812	aminoacyl-tRNA ligase activity
602	GO:0004813	alanine-tRNA ligase activity
603	GO:0004814	arginine-tRNA ligase activity
604	GO:0004815	aspartate-tRNA ligase activity
605	GO:0004816	asparagine-tRNA ligase activity
606	GO:0004817	cysteine-tRNA ligase activity
607	GO:0004818	glutamate-tRNA ligase activity
608	GO:0004820	glycine-tRNA ligase activity
609	GO:0004821	histidine-tRNA ligase activity
610	GO:0004822	isoleucine-tRNA ligase activity
611	GO:0004823	leucine-tRNA ligase activity
612	GO:0004825	methionine-tRNA ligase activity
613	GO:0004826	phenylalanine-tRNA ligase activity
614	GO:0004827	proline-tRNA ligase activity
615	GO:0004828	serine-tRNA ligase activity
616	GO:0004829	threonine-tRNA ligase activity
617	GO:0004830	tryptophan-tRNA ligase activity
618	GO:0004831	tyrosine-tRNA ligase activity
619	GO:0004832	valine-tRNA ligase activity
620	GO:0004833	tryptophan 2,3-dioxygenase activity
621	GO:0004839	ubiquitin activating enzyme activity
622	GO:0004842	ubiquitin-protein transferase activity
623	GO:0004843	thiol-dependent ubiquitin-specific protease activity
624	GO:0004844	uracil DNA N-glycosylase activity
625	GO:0004849	uridine kinase activity
626	GO:0004850	uridine phosphorylase activity
627	GO:0004852	uroporphyrinogen-III synthase activity
628	GO:0004854	xanthine dehydrogenase activity
629	GO:0004857	enzyme inhibitor activity
630	GO:0004859	phospholipase inhibitor activity
631	GO:0004860	protein kinase inhibitor activity
632	GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
633	GO:0004862	cAMP-dependent protein kinase inhibitor activity
634	GO:0004864	protein phosphatase inhibitor activity
635	GO:0004865	protein serine/threonine phosphatase inhibitor activity
636	GO:0004866	endopeptidase inhibitor activity
637	GO:0004867	serine-type endopeptidase inhibitor activity
638	GO:0004869	cysteine-type endopeptidase inhibitor activity
639	GO:0004873	asialoglycoprotein receptor activity
640	GO:0004875	complement receptor activity
641	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding
642	GO:0004882	androgen receptor activity
643	GO:0004886	9-cis retinoic acid receptor activity
644	GO:0004887	thyroid hormone receptor activity
645	GO:0004889	acetylcholine-activated cation-selective channel activity
646	GO:0004890	GABA-A receptor activity
647	GO:0004896	cytokine receptor activity
648	GO:0004897	ciliary neurotrophic factor receptor activity
649	GO:0004904	interferon receptor activity
650	GO:0004905	type I interferon receptor activity
651	GO:0004906	interferon-gamma receptor activity
652	GO:0004908	interleukin-1 receptor activity
653	GO:0004909	interleukin-1, Type I, activating receptor activity
654	GO:0004910	interleukin-1, Type II, blocking receptor activity
655	GO:0004911	interleukin-2 receptor activity
656	GO:0004912	interleukin-3 receptor activity
657	GO:0004913	interleukin-4 receptor activity
658	GO:0004914	interleukin-5 receptor activity
659	GO:0004915	interleukin-6 receptor activity
660	GO:0004917	interleukin-7 receptor activity
661	GO:0004918	interleukin-8 receptor activity
662	GO:0004920	interleukin-10 receptor activity
663	GO:0004923	leukemia inhibitory factor receptor activity
664	GO:0004924	oncostatin-M receptor activity
665	GO:0004930	G-protein coupled receptor activity
666	GO:0004931	extracellular ATP-gated cation channel activity
667	GO:0004935	adrenergic receptor activity
668	GO:0004936	alpha-adrenergic receptor activity
669	GO:0004937	alpha1-adrenergic receptor activity
670	GO:0004938	alpha2-adrenergic receptor activity
671	GO:0004939	beta-adrenergic receptor activity
672	GO:0004942	anaphylatoxin receptor activity
673	GO:0004944	C5a anaphylatoxin receptor activity
674	GO:0004945	angiotensin type II receptor activity
675	GO:0004946	bombesin receptor activity
676	GO:0004947	bradykinin receptor activity
677	GO:0004948	calcitonin receptor activity
678	GO:0004949	cannabinoid receptor activity
679	GO:0004950	chemokine receptor activity
680	GO:0004951	cholecystokinin receptor activity
681	GO:0004952	dopamine neurotransmitter receptor activity
682	GO:0004953	icosanoid receptor activity
683	GO:0004954	prostanoid receptor activity
684	GO:0004955	prostaglandin receptor activity
685	GO:0004956	prostaglandin D receptor activity
686	GO:0004957	prostaglandin E receptor activity
687	GO:0004958	prostaglandin F receptor activity
688	GO:0004962	endothelin receptor activity
689	GO:0004965	G-protein coupled GABA receptor activity
690	GO:0004966	galanin receptor activity
691	GO:0004967	glucagon receptor activity
692	GO:0004968	gonadotropin-releasing hormone receptor activity
693	GO:0004969	histamine receptor activity
694	GO:0004970	ionotropic glutamate receptor activity
695	GO:0004971	AMPA glutamate receptor activity
696	GO:0004972	NMDA glutamate receptor activity
697	GO:0004974	leukotriene receptor activity
698	GO:0004977	melanocortin receptor activity
699	GO:0004980	melanocyte-stimulating hormone receptor activity
700	GO:0004982	N-formyl peptide receptor activity
701	GO:0004983	neuropeptide Y receptor activity
702	GO:0004984	olfactory receptor activity
703	GO:0004985	opioid receptor activity
704	GO:0004991	parathyroid hormone receptor activity
705	GO:0004992	platelet activating factor receptor activity
706	GO:0004993	G-protein coupled serotonin receptor activity
707	GO:0004994	somatostatin receptor activity
708	GO:0004995	tachykinin receptor activity
709	GO:0004996	thyroid-stimulating hormone receptor activity
710	GO:0004998	transferrin receptor activity
711	GO:0004999	vasoactive intestinal polypeptide receptor activity
712	GO:0005000	vasopressin receptor activity
713	GO:0005001	transmembrane receptor protein tyrosine phosphatase activity
714	GO:0005003	ephrin receptor activity
715	GO:0005004	GPI-linked ephrin receptor activity
716	GO:0005005	transmembrane-ephrin receptor activity
717	GO:0005006	epidermal growth factor-activated receptor activity
718	GO:0005007	fibroblast growth factor-activated receptor activity
719	GO:0005010	insulin-like growth factor-activated receptor activity
720	GO:0005011	macrophage colony-stimulating factor receptor activity
721	GO:0005017	platelet-derived growth factor-activated receptor activity
722	GO:0005019	platelet-derived growth factor beta-receptor activity
723	GO:0005021	vascular endothelial growth factor-activated receptor activity
724	GO:0005024	transforming growth factor beta-activated receptor activity
725	GO:0005025	transforming growth factor beta receptor activity, type I
726	GO:0005026	transforming growth factor beta receptor activity, type II
727	GO:0005030	neurotrophin receptor activity
728	GO:0005031	tumor necrosis factor-activated receptor activity
729	GO:0005035	death receptor activity
730	GO:0005041	low-density lipoprotein receptor activity
731	GO:0005044	scavenger receptor activity
732	GO:0005046	KDEL sequence binding
733	GO:0005047	signal recognition particle binding
734	GO:0005048	signal sequence binding
735	GO:0005049	nuclear export signal receptor activity
736	GO:0005052	peroxisome matrix targeting signal-1 binding
737	GO:0005055	laminin receptor activity
738	GO:0005057	receptor signaling protein activity
739	GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity
740	GO:0005070	SH3/SH2 adaptor activity
741	GO:0005072	transforming growth factor beta receptor, cytoplasmic mediator activity
742	GO:0005078	MAP-kinase scaffold activity
743	GO:0005080	protein kinase C binding
744	GO:0005085	guanyl-nucleotide exchange factor activity
745	GO:0005086	ARF guanyl-nucleotide exchange factor activity
746	GO:0005087	Ran guanyl-nucleotide exchange factor activity
747	GO:0005088	Ras guanyl-nucleotide exchange factor activity
748	GO:0005089	Rho guanyl-nucleotide exchange factor activity
749	GO:0005092	GDP-dissociation inhibitor activity
750	GO:0005093	Rab GDP-dissociation inhibitor activity
751	GO:0005094	Rho GDP-dissociation inhibitor activity
752	GO:0005095	GTPase inhibitor activity
753	GO:0005096	GTPase activator activity
754	GO:0005104	fibroblast growth factor receptor binding
755	GO:0005105	type 1 fibroblast growth factor receptor binding
756	GO:0005109	frizzled binding
757	GO:0005110	frizzled-2 binding
758	GO:0005111	type 2 fibroblast growth factor receptor binding
759	GO:0005112	Notch binding
760	GO:0005113	patched binding
761	GO:0005114	type II transforming growth factor beta receptor binding
762	GO:0005119	smoothened binding
763	GO:0005123	death receptor binding
764	GO:0005125	cytokine activity
765	GO:0005126	cytokine receptor binding
766	GO:0005127	ciliary neurotrophic factor receptor binding
767	GO:0005128	erythropoietin receptor binding
768	GO:0005131	growth hormone receptor binding
769	GO:0005132	type I interferon receptor binding
770	GO:0005133	interferon-gamma receptor binding
771	GO:0005134	interleukin-2 receptor binding
772	GO:0005135	interleukin-3 receptor binding
773	GO:0005136	interleukin-4 receptor binding
774	GO:0005137	interleukin-5 receptor binding
775	GO:0005138	interleukin-6 receptor binding
776	GO:0005143	interleukin-12 receptor binding
777	GO:0005146	leukemia inhibitory factor receptor binding
778	GO:0005147	oncostatin-M receptor binding
779	GO:0005148	prolactin receptor binding
780	GO:0005149	interleukin-1 receptor binding
781	GO:0005150	interleukin-1, Type I receptor binding
782	GO:0005151	interleukin-1, Type II receptor binding
783	GO:0005152	interleukin-1 receptor antagonist activity
784	GO:0005153	interleukin-8 receptor binding
785	GO:0005154	epidermal growth factor receptor binding
786	GO:0005157	macrophage colony-stimulating factor receptor binding
787	GO:0005158	insulin receptor binding
788	GO:0005159	insulin-like growth factor receptor binding
789	GO:0005160	transforming growth factor beta receptor binding
790	GO:0005161	platelet-derived growth factor receptor binding
791	GO:0005163	nerve growth factor receptor binding
792	GO:0005164	tumor necrosis factor receptor binding
793	GO:0005165	neurotrophin receptor binding
794	GO:0005166	neurotrophin p75 receptor binding
795	GO:0005167	neurotrophin TRK receptor binding
796	GO:0005168	neurotrophin TRKA receptor binding
797	GO:0005169	neurotrophin TRKB receptor binding
798	GO:0005171	hepatocyte growth factor receptor binding
799	GO:0005172	vascular endothelial growth factor receptor binding
800	GO:0005173	stem cell factor receptor binding
801	GO:0005174	CD40 receptor binding
802	GO:0005176	ErbB-2 class receptor binding
803	GO:0005178	integrin binding
804	GO:0005179	hormone activity
805	GO:0005184	neuropeptide hormone activity
806	GO:0005185	neurohypophyseal hormone activity
807	GO:0005198	structural molecule activity
808	GO:0005200	structural constituent of cytoskeleton
809	GO:0005201	extracellular matrix structural constituent
810	GO:0005212	structural constituent of eye lens
811	GO:0005216	ion channel activity
812	GO:0005217	intracellular ligand-gated ion channel activity
813	GO:0005218	intracellular ligand-gated calcium channel activity
814	GO:0005219	ryanodine-sensitive calcium-release channel activity
815	GO:0005220	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity
816	GO:0005221	intracellular cyclic nucleotide activated cation channel activity
817	GO:0005222	intracellular cAMP activated cation channel activity
818	GO:0005223	intracellular cGMP activated cation channel activity
819	GO:0005225	volume-sensitive anion channel activity
820	GO:0005227	calcium activated cation channel activity
821	GO:0005229	intracellular calcium activated chloride channel activity
822	GO:0005230	extracellular ligand-gated ion channel activity
823	GO:0005231	excitatory extracellular ligand-gated ion channel activity
824	GO:0005232	serotonin-activated cation-selective channel activity
825	GO:0005234	extracellular-glutamate-gated ion channel activity
826	GO:0005237	inhibitory extracellular ligand-gated ion channel activity
827	GO:0005242	inward rectifier potassium channel activity
828	GO:0005243	gap junction channel activity
829	GO:0005244	voltage-gated ion channel activity
830	GO:0005245	voltage-gated calcium channel activity
831	GO:0005246	calcium channel regulator activity
832	GO:0005247	voltage-gated chloride channel activity
833	GO:0005248	voltage-gated sodium channel activity
834	GO:0005249	voltage-gated potassium channel activity
835	GO:0005250	A-type (transient outward) potassium channel activity
836	GO:0005251	delayed rectifier potassium channel activity
837	GO:0005253	anion channel activity
838	GO:0005254	chloride channel activity
839	GO:0005261	cation channel activity
840	GO:0005262	calcium channel activity
841	GO:0005267	potassium channel activity
842	GO:0005272	sodium channel activity
843	GO:0005275	amine transmembrane transporter activity
844	GO:0005277	acetylcholine transmembrane transporter activity
845	GO:0005280	hydrogen:amino acid symporter activity
846	GO:0005283	sodium:amino acid symporter activity
847	GO:0005290	L-histidine transmembrane transporter activity
848	GO:0005294	neutral L-amino acid secondary active transmembrane transporter activity
849	GO:0005308	creatine transmembrane transporter activity
850	GO:0005310	dicarboxylic acid transmembrane transporter activity
851	GO:0005313	L-glutamate transmembrane transporter activity
852	GO:0005315	inorganic phosphate transmembrane transporter activity
853	GO:0005319	lipid transporter activity
854	GO:0005324	long-chain fatty acid transporter activity
855	GO:0005326	neurotransmitter transporter activity
856	GO:0005328	neurotransmitter:sodium symporter activity
857	GO:0005329	dopamine transmembrane transporter activity
858	GO:0005332	gamma-aminobutyric acid:sodium symporter activity
859	GO:0005333	norepinephrine transmembrane transporter activity
860	GO:0005337	nucleoside transmembrane transporter activity
861	GO:0005338	nucleotide-sugar transmembrane transporter activity
862	GO:0005342	organic acid transmembrane transporter activity
863	GO:0005343	organic acid:sodium symporter activity
864	GO:0005344	oxygen transporter activity
865	GO:0005345	purine nucleobase transmembrane transporter activity
866	GO:0005346	purine ribonucleotide transmembrane transporter activity
867	GO:0005347	ATP transmembrane transporter activity
868	GO:0005350	pyrimidine nucleobase transmembrane transporter activity
869	GO:0005351	sugar:proton symporter activity
870	GO:0005355	glucose transmembrane transporter activity
871	GO:0005372	water transmembrane transporter activity
872	GO:0005375	copper ion transmembrane transporter activity
873	GO:0005381	iron ion transmembrane transporter activity
874	GO:0005384	manganese ion transmembrane transporter activity
875	GO:0005385	zinc ion transmembrane transporter activity
876	GO:0005388	calcium-transporting ATPase activity
877	GO:0005391	sodium:potassium-exchanging ATPase activity
878	GO:0005402	cation:sugar symporter activity
879	GO:0005412	glucose:sodium symporter activity
880	GO:0005415	nucleoside:sodium symporter activity
881	GO:0005416	cation:amino acid symporter activity
882	GO:0005427	proton-dependent oligopeptide secondary active transmembrane transporter activity
883	GO:0005432	calcium:sodium antiporter activity
884	GO:0005436	sodium:phosphate symporter activity
885	GO:0005451	monovalent cation:proton antiporter activity
886	GO:0005452	inorganic anion exchanger activity
887	GO:0005459	UDP-galactose transmembrane transporter activity
888	GO:0005462	UDP-N-acetylglucosamine transmembrane transporter activity
889	GO:0005483	soluble NSF attachment protein activity
890	GO:0005484	SNAP receptor activity
891	GO:0005487	nucleocytoplasmic transporter activity
892	GO:0005496	steroid binding
893	GO:0005497	androgen binding
894	GO:0005499	vitamin D binding
895	GO:0005501	retinoid binding
896	GO:0005502	11-cis retinal binding
897	GO:0005504	fatty acid binding
898	GO:0005506	iron ion binding
899	GO:0005507	copper ion binding
900	GO:0005509	calcium ion binding
901	GO:0005516	calmodulin binding
902	GO:0005518	collagen binding
903	GO:0005520	insulin-like growth factor binding
904	GO:0005521	lamin binding
905	GO:0005522	profilin binding
906	GO:0005523	tropomyosin binding
907	GO:0005525	GTP binding
908	GO:0005527	macrolide binding
909	GO:0005528	FK506 binding
910	GO:0005534	galactose binding
911	GO:0005536	glucose binding
912	GO:0005537	mannose binding
913	GO:0005539	glycosaminoglycan binding
914	GO:0005540	hyaluronic acid binding
915	GO:0005542	folic acid binding
916	GO:0005543	phospholipid binding
917	GO:0005544	calcium-dependent phospholipid binding
918	GO:0005545	1-phosphatidylinositol binding
919	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding
920	GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding
921	GO:0005548	phospholipid transporter activity
922	GO:0005549	odorant binding
923	GO:0008009	chemokine activity
924	GO:0008013	beta-catenin binding
925	GO:0008017	microtubule binding
926	GO:0008020	G-protein coupled photoreceptor activity
927	GO:0008022	protein C-terminus binding
928	GO:0008026	ATP-dependent helicase activity
929	GO:0008028	monocarboxylic acid transmembrane transporter activity
930	GO:0008035	high-density lipoprotein particle binding
931	GO:0008046	axon guidance receptor activity
932	GO:0008047	enzyme activator activity
933	GO:0008048	calcium sensitive guanylate cyclase activator activity
934	GO:0008061	chitin binding
935	GO:0008066	glutamate receptor activity
936	GO:0008068	extracellular-glutamate-gated chloride channel activity
937	GO:0008073	ornithine decarboxylase inhibitor activity
938	GO:0008079	translation termination factor activity
939	GO:0008080	N-acetyltransferase activity
940	GO:0008081	phosphoric diester hydrolase activity
941	GO:0008083	growth factor activity
942	GO:0008092	cytoskeletal protein binding
943	GO:0008093	cytoskeletal adaptor activity
944	GO:0008094	DNA-dependent ATPase activity
945	GO:0008097	5S rRNA binding
946	GO:0008106	alcohol dehydrogenase (NADP+) activity
947	GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity
948	GO:0008109	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity
949	GO:0008113	peptide-methionine (S)-S-oxide reductase activity
950	GO:0008119	thiopurine S-methyltransferase activity
951	GO:0008121	ubiquinol-cytochrome-c reductase activity
952	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
953	GO:0008131	primary amine oxidase activity
954	GO:0008134	transcription factor binding
955	GO:0008135	translation factor activity, RNA binding
956	GO:0008137	NADH dehydrogenase (ubiquinone) activity
957	GO:0008138	protein tyrosine/serine/threonine phosphatase activity
958	GO:0008139	nuclear localization sequence binding
959	GO:0008140	cAMP response element binding protein binding
960	GO:0008142	oxysterol binding
961	GO:0008143	poly(A) binding
962	GO:0008144	drug binding
963	GO:0008146	sulfotransferase activity
964	GO:0008147	structural constituent of bone
965	GO:0008157	protein phosphatase 1 binding
966	GO:0008158	hedgehog receptor activity
967	GO:0008160	protein tyrosine phosphatase activator activity
968	GO:0008168	methyltransferase activity
969	GO:0008170	N-methyltransferase activity
970	GO:0008171	O-methyltransferase activity
971	GO:0008172	S-methyltransferase activity
972	GO:0008173	RNA methyltransferase activity
973	GO:0008174	mRNA methyltransferase activity
974	GO:0008175	tRNA methyltransferase activity
975	GO:0008176	tRNA (guanine-N7-)-methyltransferase activity
976	GO:0008177	succinate dehydrogenase (ubiquinone) activity
977	GO:0008179	adenylate cyclase binding
978	GO:0008184	glycogen phosphorylase activity
979	GO:0008186	RNA-dependent ATPase activity
980	GO:0008187	poly-pyrimidine tract binding
981	GO:0008188	neuropeptide receptor activity
982	GO:0008190	eukaryotic initiation factor 4E binding
983	GO:0008191	metalloendopeptidase inhibitor activity
984	GO:0008192	RNA guanylyltransferase activity
985	GO:0008193	tRNA guanylyltransferase activity
986	GO:0008194	UDP-glycosyltransferase activity
987	GO:0008195	phosphatidate phosphatase activity
988	GO:0008198	ferrous iron binding
989	GO:0008199	ferric iron binding
990	GO:0008200	ion channel inhibitor activity
991	GO:0008201	heparin binding
992	GO:0008227	G-protein coupled amine receptor activity
993	GO:0008233	peptidase activity
994	GO:0008234	cysteine-type peptidase activity
995	GO:0008235	metalloexopeptidase activity
996	GO:0008236	serine-type peptidase activity
997	GO:0008237	metallopeptidase activity
998	GO:0008238	exopeptidase activity
999	GO:0008239	dipeptidyl-peptidase activity
1000	GO:0008240	tripeptidyl-peptidase activity
1001	GO:0008241	peptidyl-dipeptidase activity
1002	GO:0008242	omega peptidase activity
1003	GO:0008251	tRNA-specific adenosine deaminase activity
1004	GO:0008252	nucleotidase activity
1005	GO:0008253	5'-nucleotidase activity
1006	GO:0008260	3-oxoacid CoA-transferase activity
1007	GO:0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity
1008	GO:0008266	poly(U) RNA binding
1009	GO:0008269	JAK pathway signal transduction adaptor activity
1010	GO:0008271	secondary active sulfate transmembrane transporter activity
1011	GO:0008273	calcium, potassium:sodium antiporter activity
1012	GO:0008276	protein methyltransferase activity
1013	GO:0008281	sulfonylurea receptor activity
1014	GO:0008289	lipid binding
1015	GO:0008294	calcium- and calmodulin-responsive adenylate cyclase activity
1016	GO:0008296	3'-5'-exodeoxyribonuclease activity
1017	GO:0008297	single-stranded DNA exodeoxyribonuclease activity
1018	GO:0008301	DNA binding, bending
1019	GO:0008307	structural constituent of muscle
1020	GO:0008308	voltage-gated anion channel activity
1021	GO:0008309	double-stranded DNA exodeoxyribonuclease activity
1022	GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity
1023	GO:0008311	double-stranded DNA 3'-5' exodeoxyribonuclease activity
1024	GO:0008312	7S RNA binding
1025	GO:0008318	protein prenyltransferase activity
1026	GO:0008320	protein transmembrane transporter activity
1027	GO:0008321	Ral guanyl-nucleotide exchange factor activity
1028	GO:0008324	cation transmembrane transporter activity
1029	GO:0008327	methyl-CpG binding
1030	GO:0008329	signaling pattern recognition receptor activity
1031	GO:0008330	protein tyrosine/threonine phosphatase activity
1032	GO:0008331	high voltage-gated calcium channel activity
1033	GO:0008332	low voltage-gated calcium channel activity
1034	GO:0008349	MAP kinase kinase kinase kinase activity
1035	GO:0008353	RNA polymerase II carboxy-terminal domain kinase activity
1036	GO:0008373	sialyltransferase activity
1037	GO:0008374	O-acyltransferase activity
1038	GO:0008375	acetylglucosaminyltransferase activity
1039	GO:0008376	acetylgalactosaminyltransferase activity
1040	GO:0008378	galactosyltransferase activity
1041	GO:0008379	thioredoxin peroxidase activity
1042	GO:0008381	mechanically-gated ion channel activity
1043	GO:0008384	IkappaB kinase activity
1044	GO:0008391	arachidonic acid monooxygenase activity
1045	GO:0008392	arachidonic acid epoxygenase activity
1046	GO:0008395	steroid hydroxylase activity
1047	GO:0008396	oxysterol 7-alpha-hydroxylase activity
1048	GO:0008401	retinoic acid 4-hydroxylase activity
1049	GO:0008408	3'-5' exonuclease activity
1050	GO:0008409	5'-3' exonuclease activity
1051	GO:0008410	CoA-transferase activity
1052	GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
1053	GO:0008417	fucosyltransferase activity
1054	GO:0008420	CTD phosphatase activity
1055	GO:0008422	beta-glucosidase activity
1056	GO:0008426	protein kinase C inhibitor activity
1057	GO:0008427	calcium-dependent protein kinase inhibitor activity
1058	GO:0008428	ribonuclease inhibitor activity
1059	GO:0008429	phosphatidylethanolamine binding
1060	GO:0008430	selenium binding
1061	GO:0008431	vitamin E binding
1062	GO:0008432	JUN kinase binding
1063	GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity
1064	GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
1065	GO:0008443	phosphofructokinase activity
1066	GO:0008449	N-acetylglucosamine-6-sulfatase activity
1067	GO:0008453	alanine-glyoxylate transaminase activity
1068	GO:0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
1069	GO:0008459	chondroitin 6-sulfotransferase activity
1070	GO:0008466	glycogenin glucosyltransferase activity
1071	GO:0008467	[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
1072	GO:0008469	histone-arginine N-methyltransferase activity
1073	GO:0008474	palmitoyl-(protein) hydrolase activity
1074	GO:0008475	procollagen-lysine 5-dioxygenase activity
1075	GO:0008476	protein-tyrosine sulfotransferase activity
1076	GO:0008479	queuine tRNA-ribosyltransferase activity
1077	GO:0008481	sphinganine kinase activity
1078	GO:0008483	transaminase activity
1079	GO:0008484	sulfuric ester hydrolase activity
1080	GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity
1081	GO:0008494	translation activator activity
1082	GO:0008499	UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity
1083	GO:0008502	melatonin receptor activity
1084	GO:0008503	benzodiazepine receptor activity
1085	GO:0008504	monoamine transmembrane transporter activity
1086	GO:0008508	bile acid:sodium symporter activity
1087	GO:0008509	anion transmembrane transporter activity
1088	GO:0008510	sodium:bicarbonate symporter activity
1089	GO:0008511	sodium:potassium:chloride symporter activity
1090	GO:0008513	secondary active organic cation transmembrane transporter activity
1091	GO:0008514	organic anion transmembrane transporter activity
1092	GO:0008517	folic acid transporter activity
1093	GO:0008519	ammonium transmembrane transporter activity
1094	GO:0008521	acetyl-CoA transporter activity
1095	GO:0008523	sodium-dependent multivitamin transmembrane transporter activity
1096	GO:0008525	phosphatidylcholine transporter activity
1097	GO:0008526	phosphatidylinositol transporter activity
1098	GO:0008527	taste receptor activity
1099	GO:0008528	G-protein coupled peptide receptor activity
1100	GO:0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity
1101	GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
1102	GO:0008536	Ran GTPase binding
1103	GO:0008553	hydrogen-exporting ATPase activity, phosphorylative mechanism
1104	GO:0008556	potassium-transporting ATPase activity
1105	GO:0008559	xenobiotic-transporting ATPase activity
1106	GO:0008565	protein transporter activity
1107	GO:0008568	microtubule-severing ATPase activity
1108	GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed
1109	GO:0008597	calcium-dependent protein serine/threonine phosphatase regulator activity
1110	GO:0008599	protein phosphatase type 1 regulator activity
1111	GO:0008601	protein phosphatase type 2A regulator activity
1112	GO:0008603	cAMP-dependent protein kinase regulator activity
1113	GO:0008607	phosphorylase kinase regulator activity
1114	GO:0008641	small protein activating enzyme activity
1115	GO:0008649	rRNA methyltransferase activity
1116	GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity
1117	GO:0008656	cysteine-type endopeptidase activator activity involved in apoptotic process
1118	GO:0008665	2'-phosphotransferase activity
1119	GO:0008670	2,4-dienoyl-CoA reductase (NADPH) activity
1120	GO:0008732	L-allo-threonine aldolase activity
1121	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
1122	GO:0008746	NAD(P)+ transhydrogenase activity
1123	GO:0008753	NADPH dehydrogenase (quinone) activity
1124	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
1125	GO:0008781	N-acylneuraminate cytidylyltransferase activity
1126	GO:0008798	beta-aspartyl-peptidase activity
1127	GO:0008808	cardiolipin synthase activity
