1;2.5;G;CbGaD;Compound::DB00635;Gene::213;Disease::DOID:2841
1;2.5;G;CbGaD;Compound::DB00635;Gene::2908;Disease::DOID:2841
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8577;Gene::10745;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8577;Gene::5341;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8577;Gene::11040;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:7147;Gene::11235;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:7147;Gene::7940;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:7147;Gene::3957;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:7147;Gene::10791;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::3717;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::7837;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::11119;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::10095;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::81030;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::6772;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::7076;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::11031;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::6890;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::3601;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::717;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::366;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::834;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::23216;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::2633;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8778;Gene::11040;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::5721;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::100133941;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::9232;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::1164;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::27299;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::120224;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::1493;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::6280;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::23590;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::3429;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::6772;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::5873;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::5223;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:8893;Gene::55686;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:418;Gene::80256;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:418;Gene::5791;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:418;Gene::10943;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:3083;Gene::440068;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:3083;Gene::6696;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:3083;Gene::834;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:3083;Gene::7421;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::2597;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::3429;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::6772;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::717;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::51065;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::834;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::29095;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::23586;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::1622;Disease::DOID:7148
6;2.5;DG;CtDuGuD;Compound::DB00635;Disease::DOID:2531;Gene::7903;Disease::DOID:7148
7;5;G;CbGaD;Compound::DB00712;Gene::213;Disease::DOID:7148
7;5;G;CbGaD;Compound::DB00712;Gene::5743;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::54658;Compound::DB00788;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::54658;Compound::DB00586;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::54658;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::213;Compound::DB00482;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::213;Compound::DB00321;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::213;Compound::DB00788;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::213;Compound::DB00586;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::213;Compound::DB00554;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::213;Compound::DB00861;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::213;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::213;Compound::DB00945;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::9356;Compound::DB00788;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::9356;Compound::DB00586;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::9356;Compound::DB00500;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::9356;Compound::DB00554;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::9356;Compound::DB00861;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::9356;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::9356;Compound::DB00945;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00482;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00321;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00788;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00814;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00586;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00554;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00991;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00945;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::1559;Compound::DB00281;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00788;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00814;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00586;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00500;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00554;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00991;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00861;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00945;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB01399;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB00461;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5742;Compound::DB01401;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::10257;Compound::DB00482;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::10257;Compound::DB00814;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::10257;Compound::DB00586;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::10257;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::7364;Compound::DB00788;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::7364;Compound::DB00586;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::7364;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00482;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00788;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00814;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00586;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00500;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00554;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00991;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00861;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00945;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB01399;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB00461;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::5743;Compound::DB01401;Disease::DOID:7148
7;5;GC;CbGbCpD;Compound::DB00712;Gene::54600;Compound::DB00328;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::213;Compound::DB00563;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::213;Compound::DB00995;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::213;Compound::DB00635;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::9356;Compound::DB00563;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::9356;Compound::DB00091;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::1559;Compound::DB00091;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::1559;Compound::DB01234;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::1559;Compound::DB01097;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::5742;Compound::DB00795;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::10257;Compound::DB00563;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::5743;Compound::DB00443;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::5743;Compound::DB01234;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::5743;Compound::DB00620;Disease::DOID:7148
7;5;GC;CbGbCtD;Compound::DB00712;Gene::5743;Compound::DB00795;Disease::DOID:7148
7;5;GC;CbGuCpD;Compound::DB00712;Gene::5743;Compound::DB00788;Disease::DOID:7148
7;5;GC;CbGuCtD;Compound::DB00712;Gene::5743;Compound::DB00563;Disease::DOID:7148
7;5;GC;CbGuCtD;Compound::DB00712;Gene::5743;Compound::DB00995;Disease::DOID:7148
7;5;GC;CbGuCtD;Compound::DB00712;Gene::5743;Compound::DB00795;Disease::DOID:7148
7;5;GC;CdGdCpD;Compound::DB00712;Gene::51116;Compound::DB00321;Disease::DOID:7148
7;5;GC;CdGdCpD;Compound::DB00712;Gene::39;Compound::DB00996;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::994;Compound::DB00563;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::994;Compound::DB00091;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::994;Compound::DB00995;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::51116;Compound::DB00091;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::23223;Compound::DB00563;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::9928;Compound::DB00563;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::9928;Compound::DB00091;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::9928;Compound::DB00860;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::1738;Compound::DB00091;Disease::DOID:7148
7;5;GC;CdGdCtD;Compound::DB00712;Gene::1738;Compound::DB01097;Disease::DOID:7148
7;5;GC;CdGuCtD;Compound::DB00712;Gene::23223;Compound::DB00091;Disease::DOID:7148
7;5;GC;CuGdCtD;Compound::DB00712;Gene::5891;Compound::DB00443;Disease::DOID:7148
7;5;GC;CuGdCtD;Compound::DB00712;Gene::5891;Compound::DB01234;Disease::DOID:7148
7;5;GC;CuGuCpD;Compound::DB00712;Gene::729238;Compound::DB00996;Disease::DOID:7148
7;5;GC;CuGuCpD;Compound::DB00712;Gene::9641;Compound::DB00321;Disease::DOID:7148
7;5;GC;CuGuCtD;Compound::DB00712;Gene::5891;Compound::DB00563;Disease::DOID:7148
7;5;GC;CuGuCtD;Compound::DB00712;Gene::10695;Compound::DB00091;Disease::DOID:7148
7;5;GD;CbGaDrD;Compound::DB00712;Gene::213;Disease::DOID:12236;Disease::DOID:7148
7;5;GD;CbGaDrD;Compound::DB00712;Gene::213;Disease::DOID:9074;Disease::DOID:7148
7;5;GD;CbGaDrD;Compound::DB00712;Gene::5743;Disease::DOID:8398;Disease::DOID:7148
7;5;GD;CbGaDrD;Compound::DB00712;Gene::5743;Disease::DOID:9074;Disease::DOID:7148
7;5;GD;CdGdDrD;Compound::DB00712;Gene::51116;Disease::DOID:418;Disease::DOID:7148
7;5;GD;CuGdDrD;Compound::DB00712;Gene::4200;Disease::DOID:418;Disease::DOID:7148
7;5;GD;CuGuDrD;Compound::DB00712;Gene::178;Disease::DOID:9008;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00682;Gene::213;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00829;Gene::213;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB01600;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB01050;Gene::213;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB01050;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB01050;Gene::3576;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00573;Gene::213;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00573;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00784;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB01009;Gene::213;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB01009;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB01009;Gene::3576;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB08981;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00821;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00861;Gene::213;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00861;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00991;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB01399;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00788;Gene::213;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00788;Gene::5743;Disease::DOID:7148
7;5;CG;CrCbGaD;Compound::DB00712;Compound::DB00870;Gene::5743;Disease::DOID:7148
7;5;CG;CrCdGaD;Compound::DB00712;Compound::DB00821;Gene::7422;Disease::DOID:7148
7;5;CG;CrCdGdD;Compound::DB00712;Compound::DB00870;Gene::10362;Disease::DOID:7148
7;5;CG;CrCdGuD;Compound::DB00712;Compound::DB00788;Gene::10190;Disease::DOID:7148
7;5;CG;CrCdGuD;Compound::DB00712;Compound::DB00861;Gene::7298;Disease::DOID:7148
7;5;CG;CrCdGuD;Compound::DB00712;Compound::DB01009;Gene::10190;Disease::DOID:7148
7;5;CG;CrCdGuD;Compound::DB00712;Compound::DB00870;Gene::5721;Disease::DOID:7148
7;5;CG;CrCuGaD;Compound::DB00712;Compound::DB00682;Gene::1021;Disease::DOID:7148
7;5;CG;CrCuGaD;Compound::DB00712;Compound::DB01600;Gene::5743;Disease::DOID:7148
7;5;CG;CrCuGaD;Compound::DB00712;Compound::DB01600;Gene::727;Disease::DOID:7148
7;5;CG;CrCuGaD;Compound::DB00712;Compound::DB00788;Gene::5743;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::4312;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::5743;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::1513;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::4313;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::3600;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::1116;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::3553;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::9536;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::2335;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::1311;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::3557;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::633;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::4314;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::1280;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::3952;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::3576;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::7076;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::8600;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::3552;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::7124;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::7040;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::4322;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::4982;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::632;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::4318;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::3569;Disease::DOID:7148
7;5;DG;CpDaGaD;Compound::DB00712;Disease::DOID:8398;Gene::1401;Disease::DOID:7148
7;5;DG;CpDaGuD;Compound::DB00712;Disease::DOID:8398;Gene::3600;Disease::DOID:7148
7;5;DG;CpDaGuD;Compound::DB00712;Disease::DOID:8398;Gene::633;Disease::DOID:7148
7;5;DG;CpDaGuD;Compound::DB00712;Disease::DOID:8398;Gene::7076;Disease::DOID:7148
7;5;DG;CpDaGuD;Compound::DB00712;Disease::DOID:8398;Gene::4314;Disease::DOID:7148
8;2.5;G;CbGaD;Compound::DB00635;Gene::213;Disease::DOID:7148
8;2.5;G;CbGaD;Compound::DB00635;Gene::2908;Disease::DOID:7148
8;2.5;G;CuGdD;Compound::DB00635;Gene::23224;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1557;Compound::DB00321;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1557;Compound::DB00586;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1557;Compound::DB00328;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1557;Compound::DB00945;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::213;Compound::DB00482;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::213;Compound::DB00321;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::213;Compound::DB00788;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::213;Compound::DB00586;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::213;Compound::DB00554;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::213;Compound::DB00861;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::213;Compound::DB00328;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::213;Compound::DB00945;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::5243;Compound::DB00321;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::5243;Compound::DB00586;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::5243;Compound::DB00328;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::5243;Compound::DB00945;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::5243;Compound::DB00281;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1576;Compound::DB00482;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1576;Compound::DB00321;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1576;Compound::DB00814;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1576;Compound::DB00586;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::1576;Compound::DB00281;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::6579;Compound::DB00788;Disease::DOID:7148
8;2.5;GC;CbGbCpD;Compound::DB00635;Gene::6579;Compound::DB00328;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::1557;Compound::DB00091;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::1557;Compound::DB01234;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::213;Compound::DB00563;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::213;Compound::DB00995;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::5243;Compound::DB00563;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::5243;Compound::DB00741;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::5243;Compound::DB00443;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::5243;Compound::DB00091;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::5243;Compound::DB01234;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::5243;Compound::DB00860;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::5243;Compound::DB00959;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::1576;Compound::DB00741;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::1576;Compound::DB00443;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::1576;Compound::DB00091;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::1576;Compound::DB01234;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::1576;Compound::DB00860;Disease::DOID:7148
8;2.5;GC;CbGbCtD;Compound::DB00635;Gene::1576;Compound::DB00620;Disease::DOID:7148
