half_life	drug	disease	circadian_efficacy	G_Fat SQ_amp	G_Fat Visceral_amp	G_Aorta_amp	G_Artery Coronary_amp	G_Artery Tibial_amp	G_Colon_amp	G_Esophagus_amp	G_Heart Atrial_amp	G_Liver_amp	G_Lung_amp	G_Nerve Tibial_amp	G_Pituitary_amp	G_Thyroid_amp	GC_Fat SQ_amp	GC_Fat Visceral_amp	GC_Aorta_amp	GC_Artery Coronary_amp	GC_Artery Tibial_amp	GC_Colon_amp	GC_Esophagus_amp	GC_Heart Atrial_amp	GC_Liver_amp	GC_Lung_amp	GC_Nerve Tibial_amp	GC_Pituitary_amp	GC_Thyroid_amp	GD_Fat SQ_amp	GD_Fat Visceral_amp	GD_Aorta_amp	GD_Artery Coronary_amp	GD_Artery Tibial_amp	GD_Colon_amp	GD_Esophagus_amp	GD_Heart Atrial_amp	GD_Liver_amp	GD_Lung_amp	GD_Nerve Tibial_amp	GD_Pituitary_amp	GD_Thyroid_amp	CG_Fat SQ_amp	CG_Fat Visceral_amp	CG_Aorta_amp	CG_Artery Coronary_amp	CG_Artery Tibial_amp	CG_Colon_amp	CG_Esophagus_amp	CG_Heart Atrial_amp	CG_Liver_amp	CG_Lung_amp	CG_Nerve Tibial_amp	CG_Pituitary_amp	CG_Thyroid_amp	DG_Fat SQ_amp	DG_Fat Visceral_amp	DG_Aorta_amp	DG_Artery Coronary_amp	DG_Artery Tibial_amp	DG_Colon_amp	DG_Esophagus_amp	DG_Heart Atrial_amp	DG_Liver_amp	DG_Lung_amp	DG_Nerve Tibial_amp	DG_Pituitary_amp	DG_Thyroid_amp
2.0000	DB00501	DOID:9970	N,HL<12h	0.3634	0.2457	0.2731	0.3674	0.1919	0.2703	0.0639	0.3136	0.2529	0.2770	0.2710	0.1888	0.1903	0.3634	0.2457	0.2731	0.3674	0.1919	0.2703	0.2364	0.3136	0.2529	0.2770	0.2710	0.2248	0.1903	0.3634	0.2457	0.2731	0.3674	0.1919	0.2703	0.0639	0.3136	0.2529	0.2770	0.2710	0.1888	0.1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.0000	DB00550	DOID:12361	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1667	0.0760	0.1529	0.2136	0.0655	0.2488	0.1069	0.1811	0.1234	0.1007	0.0401	0.0482	0.1936	0.0931	0.7973	0.5506	0.6813	0.7218	0.7488	0.5099	0.7526	0.4486	0.2087	0.4599	0.6050	0.3314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.0000	DB00695	DOID:10763	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1251	0.1310	0.2724	0.4615	0.1979	0.2170	0.3608	0.3477	0.1597	0.2218	0.1536	0.2248	0.1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0898	0.0960	0.0717	0.1212	0.2099	0.0270	0.5306	0.1141	0.0915	0.1400	0.0996	0.0727	0.0942	0.7177	1.3158	1.9465	1.8096	2.8025	1.0454	0.9365	1.2699	0.8190	1.1325	0.8261	1.0484	2.7498
2.0000	DB00695	DOID:12930	N,HL<12h	0.0776	0.1310	0.2724	0.2153	0.0591	0.1271	0.2364	0.1848	0.1396	0.0843	0.0683	0.2248	0.0565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4417	1.3158	1.9465	1.8096	0.8582	0.7652	0.5104	0.7562	0.6323	0.6704	0.6570	0.7816	0.6300
2.0000	DB00695	DOID:3393	N,HL<12h	0.1251	0.0680	0.1648	0.4615	0.1979	0.2170	0.3608	0.3477	0.1597	0.2218	0.1536	0.0955	0.1867	0.0776	0.1310	0.2724	0.2153	0.0591	0.1271	0.2364	0.1848	0.1396	0.0843	0.0683	0.2248	0.0565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1251	0.0680	0.1648	0.4615	0.1979	0.2170	0.3608	0.3477	0.1597	0.2218	0.1536	0.0955	0.1867	0.7177	1.3158	1.9465	1.8096	2.8025	1.0454	0.9365	1.2699	0.8190	1.1325	0.8261	1.0484	2.7498
2.5000	DB00985	DOID:4481	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4215	0.3110	0.3692	0.5399	0.2194	0.2237	0.3686	0.3603	0.3190	0.1598	0.1354	0.1109	0.2954
2.0000	DB00775	DOID:3393	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.0000	DB01115	DOID:10763	N,HL<12h	0.2261	0.8185	0.5644	0.6336	0.6169	0.8036	0.3265	0.6154	0.5215	0.3040	0.4307	0.3836	0.4360	0.4833	0.8185	0.6219	0.6605	1.0363	0.8036	0.4316	0.7785	0.6159	0.5443	0.9438	0.3836	0.4436	0.3634	0.8185	0.6219	0.6605	1.0363	0.8036	0.4316	0.6154	0.5215	0.3522	0.9438	0.3836	0.4436	0.9849	1.2407	1.0386	1.8474	1.4303	0.7857	0.6121	0.8697	0.5495	1.2282	0.4599	1.0435	0.8694	0.7177	1.3158	1.9465	1.8096	2.8025	1.0454	0.9365	1.2699	0.8190	1.1325	0.8261	1.0484	2.7498
2.0000	DB01197	DOID:3393	N,HL<12h	0.3475	0.1109	0.0494	0.2448	0.1605	0.2955	0.6254	0.2623	0.3745	0.1288	0.1101	0.1451	0.2449	0.3475	1.0781	0.5038	0.6556	0.4459	0.6406	0.6254	0.7894	0.4824	0.3384	0.3813	0.5332	0.2504	0.3475	0.1632	0.1922	0.2448	0.1659	0.2955	0.6254	0.3624	0.3750	0.1288	0.1101	0.1559	0.2449	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.6254	0.6570	0.4085	0.2245	0.3410	0.4375	0.2449	0.7177	1.3158	1.9465	1.8096	2.8025	1.0454	0.9365	1.2699	0.8190	1.1325	0.8261	1.0484	2.7498
2.0000	DB01197	DOID:10763	N,HL<12h	0.3475	0.1109	0.0494	0.2448	0.1605	0.2955	0.6254	0.2623	0.3745	0.1288	0.1101	0.1451	0.2449	0.3475	1.0781	0.5038	0.6556	0.3456	0.6406	0.6254	0.6993	0.4824	0.2940	0.3813	0.5079	0.2504	0.3475	0.2786	0.2558	0.3824	0.2971	0.2955	0.6254	0.3624	0.3750	0.2940	0.2874	0.2004	0.2449	0.6107	0.4918	0.6327	0.7085	0.5969	0.5796	0.6254	0.6570	0.4085	0.2245	0.3410	0.4375	0.2449	0.7177	1.3158	1.9465	1.8096	2.8025	1.0454	0.9365	1.2699	0.8190	1.1325	0.8261	1.0484	2.7498
2.0000	DB01197	DOID:418	N,HL<12h	0.3475	0.1109	0.1514	0.2448	0.2657	0.2955	0.6254	0.2623	0.3745	0.1288	0.1101	0.1451	0.2449	0.1808	1.0781	0.5038	0.6556	0.4459	0.6406	0.3548	0.7894	0.4824	0.3384	0.2874	0.5332	0.2453	0.3475	0.2786	0.2558	0.3824	0.2971	0.2955	0.6254	0.2623	0.3745	0.2940	0.2874	0.2004	0.2449	0.3475	0.2529	0.4228	0.3348	0.5424	0.2955	0.6254	0.4263	0.3745	0.2373	0.1101	0.1451	0.2449	0.3844	1.2005	0.8428	0.9055	1.2129	0.8141	0.6254	1.0130	0.6143	0.9197	0.7729	0.7398	0.6257
2.0000	DB02546	DOID:2531	N,HL<12h	0.6424	0.8185	0.5644	0.6813	0.7218	0.8036	0.7280	0.8044	0.5215	0.4740	0.4599	0.6050	0.7343	0.7624	1.2407	0.8771	1.5073	1.0363	0.8036	1.0112	0.9595	0.7563	0.9173	0.9438	0.9355	0.9798	0.1482	0.2540	0.1934	0.1247	0.3378	0.1095	0.2125	0.2034	0.1791	0.2064	0.1250	0.1482	0.3454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.0000	DB00651	DOID:2841	N,HL<12h	0.1391	0.2345	0.3994	0.5916	0.5502	0.3104	0.4922	0.4098	0.3622	0.1230	0.0563	0.5360	0.4151	0.2668	0.3035	0.3994	0.5916	0.5502	0.3345	0.4922	0.4098	0.3805	0.2540	0.2270	0.5360	0.4315	0.0936	0.1632	0.1106	0.0522	0.1902	0.1154	0.4366	0.2208	0.1941	0.1230	0.0563	0.1275	0.1430	0.1391	0.2345	0.3994	0.5916	0.5502	0.3104	0.4922	0.4098	0.3622	0.1230	0.0563	0.5360	0.4151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.0000	DB00484	DOID:1686	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.5000	DB00457	DOID:10763	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0963	0.0959	0.1157	0.1896	0.1589	0.2190	0.1856	0.1818	0.2887	0.2177	0.0779	0.2082	0.0850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.5000	DB00860	DOID:3310	N,HL<12h	0.0913	0.5270	0.2939	0.3255	0.0794	0.2596	0.2926	0.5200	0.3181	0.2663	0.0585	0.2262	0.0990	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.1702	0.5270	0.2939	0.3651	0.1752	0.2596	0.2926	0.5200	0.3181	0.2663	0.2915	0.2262	0.1740	0.1634	0.7282	0.4786	0.4427	0.4459	0.3106	0.3548	0.7894	0.4450	0.3384	0.1525	0.5332	0.1322	0.8158	1.1223	0.9700	1.0011	0.9471	0.8239	1.1033	0.9556	0.5338	0.5607	0.8936	1.1350	0.3793
1.2500	DB00736	DOID:9206	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2116	0.5623	0.3801	0.5290	0.1514	0.4193	0.3831	0.5687	0.4480	0.1219	0.2442	0.4740	0.4527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0990	0.2993	0.1142	0.1975	0.0935	0.1767	0.1958	0.0686	0.2877	0.0831	0.0642	0.0710	0.1322	1.2546	1.3158	0.6090	0.9779	0.8582	0.9748	0.6705	0.7829	0.7001	0.4977	0.8261	0.8328	0.6569
2.5000	DB00860	DOID:7148	N,HL<12h	0.2407	0.3883	0.3209	0.5951	0.4115	0.5716	0.5659	0.6344	0.4566	0.1973	0.2915	0.6265	0.6339	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.1702	0.5270	0.2939	0.3651	0.3951	0.2596	0.2926	0.5200	0.3181	0.2663	0.2915	0.2262	0.2731	0.6107	1.3158	0.8428	0.9055	1.2129	0.7087	0.6583	1.0130	0.6143	1.1325	0.7729	0.7199	0.6339	1.0149	1.3158	1.0952	1.8474	2.8025	0.8333	1.1033	1.0130	1.1124	1.2282	1.1831	1.1350	2.7498
2.5000	DB00860	DOID:8893	N,HL<12h	0.0913	0.5270	0.2939	0.3255	0.0794	0.2596	0.2926	0.5200	0.3181	0.2663	0.0585	0.2262	0.0990	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.2407	0.5270	0.3209	0.5951	0.4115	0.5716	0.5659	0.6344	0.4566	0.2663	0.2915	0.6265	0.6339	0.6107	0.9315	0.7623	0.7085	0.7489	0.5796	0.5870	1.1302	0.5883	0.5660	0.6166	0.9179	0.6775	1.0673	1.1507	1.0952	0.9394	0.9063	1.0368	1.2548	1.1390	1.1124	0.6485	1.1831	0.8408	0.7960
2.5000	DB00860	DOID:8577	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.2110	0.3883	0.1900	0.3651	0.1752	0.2072	0.3470	0.3088	0.2882	0.1973	0.2915	0.1708	0.1740	0.5914	1.3158	0.9847	1.0440	0.8697	0.8717	0.6583	0.7932	0.6159	1.1325	0.7397	1.1172	0.5621	1.0149	1.3158	1.2285	1.4109	0.9471	1.0368	1.1033	1.1390	0.6482	1.1325	1.1831	1.1350	0.9864
2.5000	DB00860	DOID:2531	N,HL<12h	0.3655	0.5270	0.2939	0.3651	0.2917	0.5441	0.3470	0.5200	0.3181	0.2663	0.2915	0.4866	0.6786	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6609	1.2005	0.8428	0.9055	1.2129	0.8467	0.7943	1.0130	0.8190	0.9197	0.7729	0.7372	0.7887	1.0673	1.2005	0.9700	1.1228	1.2129	0.8153	1.2548	1.0130	1.1124	0.9197	0.8936	0.7966	0.9864
2.5000	DB00860	DOID:4481	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.1702	0.5270	0.2939	0.3651	0.1752	0.2596	0.2926	0.5200	0.3181	0.2663	0.2915	0.2262	0.1740	0.0910	0.3116	0.2347	0.3943	0.0116	0.1639	0.2612	0.4497	0.3194	0.1069	0.0755	0.1206	0.0270	0.4215	1.0018	0.5322	0.5399	0.7885	0.7256	0.5373	0.9227	0.4482	0.2767	0.2290	0.5850	0.3520
2.5000	DB00860	DOID:2841	N,HL<12h	0.1702	0.3883	0.1900	0.3651	0.1752	0.2072	0.2307	0.3088	0.2165	0.1973	0.2915	0.1708	0.1740	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.3655	0.5270	0.2939	0.3255	0.2917	0.5441	0.2965	0.5200	0.3181	0.2663	0.0640	0.4866	0.6786	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.7734	0.6107	1.2407	1.2285	1.4109	2.8025	1.0454	0.9365	1.2699	0.7149	1.1211	0.8178	1.0484	2.7498
2.5000	DB00860	DOID:9008	N,HL<12h	0.0888	0.1199	0.1035	0.3328	0.3951	0.1586	0.2437	0.2685	0.1663	0.1555	0.1357	0.0622	0.0604	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.2407	0.5270	0.3209	0.5951	0.4115	0.5716	0.5659	0.6344	0.4566	0.2663	0.2915	0.6265	0.6339	0.4148	1.0781	0.5038	0.6556	0.5406	0.6406	0.5731	0.7894	0.4824	0.5660	0.3777	0.5332	0.2956	0.5002	0.7282	0.7584	1.0851	0.6353	0.7082	0.6041	0.7894	0.4765	0.6120	0.4099	0.7966	0.8196
2.5000	DB00860	DOID:13189	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.2986	0.6838	0.6339	0.2407	0.3883	0.3209	0.5951	0.4115	0.5716	0.5659	0.6344	0.4566	0.1973	0.2915	0.6265	0.6339	0.2047	0.2880	0.1438	0.2624	0.5416	0.2209	0.1305	0.2221	0.2607	0.2699	0.2015	0.0773	0.0894	0.5617	0.1705	0.1409	0.1488	2.8025	0.3078	0.0867	0.2000	0.3609	0.3850	0.1701	0.2577	2.7498
2.5000	DB00860	DOID:9074	N,HL<12h	0.1702	0.4889	0.2450	0.3651	0.1752	0.2072	0.2307	0.3088	0.2165	0.2325	0.2915	0.1708	0.2731	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.2407	0.5270	0.3209	0.5951	0.4115	0.5716	0.5659	0.6344	0.4566	0.2663	0.2915	0.6265	0.6339	0.6107	1.2005	0.8428	0.9055	1.2129	0.7488	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.8764	1.2005	0.8428	1.3238	1.2129	0.7488	0.9524	1.1390	0.6143	0.9197	0.7729	0.7199	0.7960
2.5000	DB00860	DOID:2377	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.5633	0.2028	0.2267	0.2143	0.1665	0.2755	0.5977	0.5431	0.3565	0.5561	0.2986	0.1366	0.1425	0.3629	1.2005	0.8428	0.9055	1.2129	0.8036	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.9849	1.2005	1.0386	1.8474	2.8025	0.8239	1.1033	1.0130	0.7016	1.2282	0.7729	1.1350	2.7498
2.0000	DB00437	DOID:13189	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.5000	DB00860	DOID:7147	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5633	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.4566	0.6165	0.3493	0.6838	0.6786	0.2407	0.5270	0.3209	0.5951	0.4115	0.5716	0.5659	0.6344	0.4566	0.2663	0.2915	0.6265	0.6339	0.2739	0.4088	0.5176	0.4980	0.4641	0.5701	0.6357	0.6010	0.4158	0.3992	0.2516	0.2880	0.6363	0.3450	0.3606	0.3147	0.4532	0.4641	0.3467	0.5134	0.4663	0.5055	0.2996	0.3063	0.4836	0.4126
2.5000	DB00860	DOID:3083	N,HL<12h	0.3655	0.1997	0.2276	0.1148	0.2917	0.5441	0.2965	0.3243	0.1364	0.0647	0.0640	0.4866	0.6786	0.4879	1.0025	0.7677	0.7267	0.8670	0.6039	0.7312	0.8695	0.3718	0.2945	0.2915	0.6838	0.2696	0.2110	0.3883	0.1900	0.3651	0.1752	0.2072	0.3470	0.3088	0.2882	0.1973	0.2915	0.1708	0.1740	0.6107	1.2407	0.8428	0.9055	1.2129	1.0454	0.9365	1.2699	0.7149	0.9197	0.8178	1.0484	0.7734	0.9849	1.2407	1.0386	1.8474	1.4303	1.0454	0.9365	1.2699	0.8255	1.2282	0.8178	1.0484	0.9739
2.5000	DB01030	DOID:1192	N,HL<12h	0.3222	0.3799	0.1743	0.2555	0.1026	0.1143	0.0899	0.3482	0.2251	0.1385	0.1591	0.2774	0.1780	0.5612	1.3158	0.8428	0.9934	1.2129	0.7924	0.9935	1.0130	0.6823	0.9197	0.7729	0.7199	0.8737	1.2709	1.1507	0.5506	0.6813	0.7218	0.7488	0.5659	0.9293	0.4914	0.6119	0.4599	0.7192	0.6339	0.2261	0.8185	0.5644	0.6336	0.6169	0.8036	0.3265	0.6154	0.5215	0.3040	0.4307	0.3836	0.4360	0.3222	0.8185	0.5644	0.6336	0.9980	0.8036	0.4064	0.8820	0.5215	0.3040	0.4307	0.3836	0.7619
2.5000	DB01030	DOID:4362	N,HL<12h	0.0855	0.3968	0.4642	0.4346	0.1946	0.4588	0.4858	0.4283	0.2869	0.5502	0.3777	0.4005	0.2551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5612	1.2005	0.8428	0.9055	1.2129	0.8153	0.9935	1.0130	0.6143	0.9197	0.7729	0.7199	0.8737	0.0903	0.1131	0.2527	0.1282	0.1526	0.0951	0.0886	0.1594	0.0879	0.1146	0.0550	0.1515	0.2262	0.2605	0.3968	0.4642	0.5399	0.2397	0.4630	0.4858	0.4283	0.4482	0.5502	0.3777	0.4005	0.2884
2.5000	DB01030	DOID:2394	N,HL<12h	0.3629	0.5623	0.5858	0.7505	0.4706	0.7924	0.9935	0.7578	0.5653	0.5853	0.2858	0.6615	0.8737	0.5612	1.3158	0.7677	0.9934	0.8670	0.7488	0.7312	0.8695	0.6823	0.6119	0.6525	0.6838	0.7178	1.2709	1.3158	0.8428	0.9632	1.2129	0.8153	1.0112	1.0130	0.7563	0.9197	0.7729	0.7199	0.9798	0.3750	0.8185	0.5858	1.5073	0.6169	0.8036	0.9935	0.6494	0.5653	0.5853	0.4307	0.6615	0.8737	0.6107	0.8963	0.6327	0.7505	0.6169	0.8036	0.9935	0.8820	0.5653	0.6704	0.6570	0.8441	0.8737
2.5000	DB01030	DOID:1324	N,HL<12h	0.3228	0.7973	0.5858	0.9779	0.7218	0.7924	0.9935	0.7526	0.5653	0.5853	0.4599	0.6615	0.8737	1.2709	1.3158	0.8428	0.9934	1.2129	0.8153	1.0112	1.0130	0.7563	0.9197	0.7729	0.7199	0.9798	1.2709	1.3158	0.6790	1.1584	0.8582	0.7924	1.0112	0.9293	0.7563	0.6035	0.6225	0.6615	0.9798	0.3228	0.8185	0.5858	0.7505	0.7218	0.8036	0.9935	0.7526	0.5653	0.5853	0.4599	0.6615	0.8737	0.6107	0.8963	0.6327	0.7505	0.9980	0.8036	0.9935	0.6570	0.5653	0.6704	0.6570	0.8441	0.8737
2.7500	DB00424	DOID:4989	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2180	0.1861	0.1969	0.0761	0.4641	0.1791	0.5134	0.1573	0.2694	0.2311	0.0726	0.0604	0.2421	4.0369	1.0018	0.7696	0.7095	0.7885	1.5222	0.6561	0.9227	0.4263	0.4416	0.4519	0.6399	0.6537
3.0000	DB00332	DOID:2841	N,HL<12h	0.2180	0.1861	0.1969	0.0761	0.4641	0.1791	0.5134	0.1573	0.2694	0.2311	0.0726	0.0604	0.2421	0.7249	1.1989	1.0114	0.8181	1.6587	1.0300	0.8487	0.8695	0.4557	0.8240	0.6552	1.5101	0.9316	0.3655	0.1997	0.2276	0.1148	0.4641	0.5441	0.5134	0.3243	0.2694	0.2311	0.0726	0.4866	0.6786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.5000	DB01067	DOID:9352	N,HL<12h	0.1141	0.1605	0.1735	0.3148	0.0942	0.0646	0.1925	0.1049	0.1433	0.2233	0.2346	0.1813	0.2081	0.2180	0.2443	0.2219	0.1642	0.4641	0.1911	0.5134	0.2385	0.2694	0.2996	0.1019	0.1742	0.2492	0.2180	0.1861	0.1969	0.3148	0.4641	0.1896	0.5134	0.3583	0.2694	0.2311	0.2346	0.2564	0.2421	0.6107	0.6287	0.6327	0.7085	0.5969	0.5796	0.3996	0.6570	0.3225	0.2765	0.2376	0.4375	0.1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5.0000	DB01200	DOID:9352	N,HL<12h	0.3674	1.2407	0.4321	0.7004	0.3830	0.7857	0.2707	0.8697	0.4546	0.9173	0.2919	0.9355	0.1927	0.4833	1.2407	0.4321	0.7004	0.6725	0.7857	0.3752	0.8697	0.6159	0.9173	0.6525	0.9355	0.3578	0.3674	1.2407	0.4321	0.7004	0.3830	0.7857	0.4084	0.8697	0.4546	0.9173	0.2919	0.9355	0.2085	0.0278	0.1087	0.1047	0.3401	0.2567	0.4676	0.1290	0.1170	0.4085	0.1950	0.3410	0.2695	0.1559	0.3674	1.2407	0.6255	0.9578	0.8397	0.7857	0.7445	0.8697	0.4546	0.9173	0.6570	0.9355	0.7537
2.0000	DB00959	DOID:2377	N,HL<12h	0.1812	1.2005	0.8428	0.9055	1.2129	0.6236	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.7249	1.2005	1.0114	0.9055	1.6587	1.0300	0.8487	1.0130	0.6143	0.9197	0.7729	1.5101	0.9316	0.7249	1.1989	1.0114	0.8181	1.6587	1.0300	0.8487	0.4951	0.4163	0.8240	0.6552	1.5101	0.9316	0.3629	1.2005	0.8428	0.9055	1.2129	0.8036	0.6059	1.0130	0.6143	0.9197	0.7729	0.7199	0.6257	0.9849	1.2005	1.0386	1.8474	2.8025	0.8239	1.1033	1.0130	0.7016	1.2282	0.7729	1.1350	2.7498
2.7500	DB00397	DOID:9970	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4111	0.3172	0.2689	0.6845	0.6071	0.4349	0.2153	0.2038	0.2158	0.2442	0.6506	0.2048	0.2696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3674	1.2407	0.4321	0.7004	0.3830	0.7857	0.3304	0.8697	0.4546	0.9173	0.2919	0.9355	0.1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.4000	DB01190	DOID:12365	N,HL<12h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.5000	DB00744	DOID:2841	N,HL<12h	0.1894	0.5380	0.4458	0.8654	0.4827	0.3323	0.2085	0.3179	0.3061	0.1807	0.2091	0.1823	0.7782	0.2570	0.5380	0.4458	0.8654	0.4827	0.3323	0.1556	0.3179	0.4059	0.2457	0.2496	0.2251	0.7782	0.2570	0.4092	0.0936	0.1598	0.2062	0.1835	0.1556	0.2363	0.4059	0.0296	0.2370	0.0080	0.3475	0.2403	0.2047	0.1915	0.1683	0.2849	0.0666	0.2697	0.2423	0.2648	0.0301	0.2074	0.1559	0.1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
