Fat SQ_fdr	Fat Visceral_fdr	Aorta_fdr	Artery Coronary_fdr	Artery Tibial_fdr	Colon_fdr	Esophagus_fdr	Heart Atrial_fdr	Liver_fdr	Lung_fdr	Nerve Tibial_fdr	Pituitary_fdr	Thyroid_fdr	Fat SQ_amp	Fat Visceral_amp	Aorta_amp	Artery Coronary_amp	Artery Tibial_amp	Colon_amp	Esophagus_amp	Heart Atrial_amp	Liver_amp	Lung_amp	Nerve Tibial_amp	Pituitary_amp	Thyroid_amp	Fat SQ_exp	Fat Visceral_exp	Aorta_exp	Artery Coronary_exp	Artery Tibial_exp	Colon_exp	Esophagus_exp	Heart Atrial_exp	Liver_exp	Lung_exp	Nerve Tibial_exp	Pituitary_exp	Thyroid_exp
0.8517	0.4369	0.8981	0.5452	0.9662	0.7169	0.7182	0.7733	0.1224	0.8852	0.9993	0.8319	0.2540	0.0257	0.0436	0.0929	0.1545	0.0830	0.0785	0.1024	0.0944	0.1493	0.1148	0.0359	0.0598	0.0326	9.0585	8.6780	9.4070	9.3540	8.9310	8.1442	7.7677	4.5000	3.4310	7.8030	10.4300	8.5560	9.3975
0.8496	0.3541	0.1172	0.5347	0.3244	0.1205	0.0554	0.0072	0.9439	0.5905	0.0549	0.8652	0.2095	0.0968	0.1014	0.0512	0.1977	0.1448	0.3377	0.3030	0.2702	0.1754	0.1290	0.1803	0.2188	0.1979	12.2900	9.7220	10.3400	10.7700	11.8100	22.8750	60.8850	7.2210	3.5090	14.4200	25.7050	12.6000	16.5100
0.7939	0.0051	0.0606	0.0000	0.7154	0.0003	0.0119	0.0006	0.3383	0.2439	0.5121	0.0342	0.9244	0.0922	0.4466	0.2273	0.3909	0.0266	0.4026	0.2896	0.4858	0.2861	0.1596	0.0595	0.2403	0.0998	20.7650	22.5400	14.5500	15.7000	20.2800	14.9800	12.9617	6.5030	6.4670	23.3000	24.0600	14.1200	18.1650
0.6441	0.5864	0.5688	0.8855	0.7789	0.6503	0.0045	0.3537	0.9777	0.9735	0.9474	0.8700	0.5335	0.0883	0.1317	0.0882	0.0492	0.0535	0.0793	0.1959	0.1485	0.0784	0.1514	0.0394	0.0613	0.1432	26.3250	21.8200	35.9800	30.2200	38.9800	19.8925	27.0917	16.3800	10.7300	33.7600	31.7450	52.1500	27.6150
0.5470	0.1219	0.2873	0.4059	0.9732	0.3894	0.0123	0.3089	0.9334	0.5807	0.8554	0.7947	0.9987	0.2075	0.2410	0.0874	0.2117	0.0946	0.1082	0.3767	0.2166	0.2602	0.0892	0.0737	0.0399	0.1249	65.9800	44.5500	338.7000	156.7000	175.6000	50.3950	50.0300	440.9000	2.7170	56.6600	56.7500	69.6900	67.0800
0.8642	0.0013	0.3643	0.7469	0.4600	0.0911	0.7038	0.0252	0.9763	0.9507	0.1182	0.0855	0.8246	0.0868	0.3712	0.1283	0.1592	0.1156	0.1985	0.0725	0.3595	0.1041	0.1600	0.0171	0.2246	0.1645	2.7790	2.6530	4.4300	4.6940	4.4960	3.6495	3.7040	2.7530	1.8380	2.9770	5.9765	4.4280	4.7015
0.3408	0.2468	0.3191	0.5210	0.2772	0.9957	0.1851	0.5211	0.5906	0.8128	0.0070	0.2279	0.2566	0.1352	0.2163	0.1499	0.1973	0.1996	0.0711	0.1239	0.1684	0.0763	0.1024	0.2349	0.1201	0.1098	6.2775	5.2430	9.8290	10.6800	8.1020	5.6515	4.4875	2.9760	2.8000	5.8580	11.1550	8.2640	8.0650
0.3317	0.0007	0.3201	0.7787	0.1874	0.9623	0.9603	0.0108	0.3320	0.3595	0.0683	0.6299	0.7648	0.1437	0.3571	0.1342	0.1878	0.2127	0.0518	0.0897	0.3610	0.0971	0.2198	0.2364	0.1691	0.0412	7.1780	4.9370	7.2510	8.1190	7.2640	8.0488	7.5800	4.1990	8.4090	7.4080	14.5050	7.6230	12.5000
0.5433	0.0269	0.0866	0.0307	0.3043	0.8080	0.0349	0.1385	0.9899	0.0082	0.0133	0.1120	0.4903	0.1069	0.2052	0.1395	0.2218	0.1509	0.0425	0.1533	0.2399	0.0835	0.1756	0.1585	0.1304	0.1441	9.0875	6.4030	11.3500	9.6000	14.0600	6.0140	6.3448	6.3680	2.6710	5.8040	9.2230	8.2310	10.3700
0.6347	0.6032	0.2448	0.0928	0.7930	0.9215	0.8316	0.0191	0.5290	0.2483	0.7633	0.7902	0.6065	0.1827	0.1170	0.2850	0.2664	0.1087	0.1579	0.1447	0.2118	0.1481	0.2270	0.1037	0.1013	0.2291	8.1010	6.1740	7.7900	8.1060	7.7980	5.6335	6.3695	2.8340	2.6180	7.2100	13.2000	11.0400	19.1450
0.5674	0.0192	0.4167	0.0009	0.0153	0.8930	0.2138	0.1575	0.7468	0.1807	0.0320	0.3649	0.7581	0.0960	0.2595	0.1291	0.2531	0.1653	0.0795	0.1529	0.2197	0.1612	0.1427	0.1575	0.1029	0.0242	6.5075	4.8910	6.0750	6.7250	8.0300	5.0077	5.6215	2.1890	0.7664	5.6280	13.0750	4.6230	8.1390
0.8051	0.5554	0.8359	0.7619	0.2658	0.9782	0.2737	0.1113	0.9367	0.0990	0.6181	0.6909	0.8193	0.0807	0.1348	0.0632	0.1170	0.1285	0.0498	0.1483	0.1859	0.0804	0.1168	0.0772	0.0708	0.1116	83.8900	63.1100	140.2000	114.3000	183.1000	73.6525	78.5283	37.4800	24.6900	70.8600	102.1500	68.5900	73.6250
0.4220	0.2375	0.7686	0.3207	0.1751	0.6523	0.8016	0.5831	0.8422	0.9199	0.3271	0.2177	0.9368	0.0648	0.1455	0.0671	0.0516	0.1225	0.1088	0.0754	0.1567	0.0679	0.0574	0.1301	0.0928	0.0977	18.7250	14.6500	16.1500	17.3100	18.0700	15.1675	14.6117	8.5010	7.9560	15.4800	21.3800	17.8400	19.0250
0.5895	0.5779	0.9587	0.4573	0.9750	0.7964	0.8255	0.9388	0.0408	0.4993	0.9847	0.9001	0.5967	0.1171	0.0609	0.0969	0.1329	0.0653	0.0522	0.1399	0.1528	0.1763	0.1591	0.0119	0.0399	0.0779	12.6200	11.4400	8.0710	9.5170	7.9880	8.0868	9.2995	3.9190	6.5970	10.6300	13.9100	8.5820	12.3000
0.9896	0.7938	0.8235	0.7864	0.8855	0.0790	0.4095	0.0099	0.7930	0.4064	0.0770	0.9142	0.0968	0.1139	0.0429	0.1547	0.1771	0.0977	0.3236	0.1728	0.3646	0.1788	0.1477	0.2130	0.1185	0.2790	6.1805	7.2250	8.9390	17.3800	19.2700	6.7515	6.2285	6.4410	8.9880	26.3200	9.9820	11.8700	11.8300
0.0466	0.0001	0.6705	0.0996	0.1177	0.0011	0.0037	0.0016	0.9409	0.7191	0.0000	0.0181	0.0789	0.5165	0.5990	0.2145	0.4204	0.5927	0.5199	0.4365	0.4911	0.2553	0.3517	0.5082	0.3782	0.4291	3.0000	2.8990	7.8440	5.6720	5.6070	5.8662	3.7327	3.3180	1.9360	4.2860	6.7965	4.1690	4.0455
0.8903	0.0187	0.3924	0.0317	0.2259	0.9508	0.4701	0.2397	0.9919	0.8623	0.2148	0.9959	0.6717	0.0791	0.2138	0.1804	0.2246	0.1879	0.0675	0.2100	0.2758	0.0866	0.1122	0.1161	0.1604	0.0715	9.0355	6.6990	8.3470	7.9650	10.5300	7.9870	8.2938	3.7400	2.6320	7.7120	8.8030	6.6770	6.4060
0.9063	0.1241	0.4733	0.3746	0.7593	0.1193	0.9676	0.9617	0.4166	0.3364	0.2732	0.4563	0.9409	0.0686	0.1669	0.1259	0.1281	0.0939	0.1617	0.1001	0.1640	0.0853	0.1804	0.0494	0.0356	0.0832	20.3800	21.9900	23.8100	24.1100	21.4800	18.3150	19.5983	10.9000	15.2600	22.3200	20.6500	37.3200	29.1100
0.9199	0.2478	0.3972	0.7190	0.5707	0.7843	0.4996	0.1269	0.8647	0.3032	0.9901	0.8117	0.2124	0.0479	0.1315	0.0394	0.1345	0.0752	0.0820	0.1434	0.1716	0.1019	0.0742	0.0312	0.0963	0.1788	92.2000	77.3700	140.0000	128.2000	145.2000	61.7300	59.4550	60.6300	44.6300	88.3800	104.6500	73.2200	171.3500
0.6960	0.3020	0.6294	0.0582	0.6511	0.4102	0.0344	0.2926	0.8399	0.9223	0.2152	0.9722	0.0759	0.1242	0.1562	0.1139	0.2322	0.0945	0.0750	0.2330	0.1667	0.1312	0.0714	0.0984	0.0382	0.2517	9.3060	8.7470	8.5430	8.6070	8.2820	6.3850	6.3025	3.2610	2.9130	14.5400	12.3800	7.6890	8.9395
0.8647	0.4522	0.7108	0.3291	0.3463	0.0027	0.3675	0.0251	0.3477	0.5377	0.0163	0.6496	0.3509	0.0946	0.0955	0.0774	0.1689	0.1264	0.2441	0.0960	0.2310	0.1594	0.1145	0.1915	0.0973	0.0853	19.4200	16.0400	19.9800	20.0700	20.3300	15.5475	17.2900	8.8290	7.8970	19.5100	28.0950	22.4100	26.7150
0.9274	0.1103	0.8519	0.8081	0.7053	0.7785	0.6319	0.8461	0.3672	0.5634	0.9474	0.6429	0.8620	0.0661	0.1335	0.0613	0.0799	0.1039	0.0351	0.0579	0.1611	0.1164	0.1009	0.0421	0.0538	0.0995	12.5350	10.9000	10.9400	11.2200	11.4700	9.4965	9.9643	4.5600	6.2210	10.3300	13.9850	8.0720	11.5500
0.9607	0.3026	0.3706	0.3950	0.5915	0.3408	0.0333	0.2161	0.0760	0.1938	0.6945	0.7475	0.0176	0.1137	0.2175	0.1322	0.1373	0.1335	0.1821	0.2495	0.3173	0.4026	0.2847	0.1008	0.1817	0.1504	26.0250	19.3200	14.0600	16.6100	20.7100	14.7450	20.8267	10.4500	6.7350	23.3900	22.9000	8.3620	12.0400
0.9171	0.4628	0.6532	0.9824	0.8855	0.2937	0.4725	0.6619	0.8074	0.9534	0.6697	0.6228	0.1832	0.1581	0.2616	0.1300	0.0695	0.0260	0.2864	0.1474	0.0986	0.1886	0.1686	0.0768	0.2080	0.3165	7.6580	6.3680	8.9490	8.8600	6.5540	4.8870	4.8988	2.2990	2.7980	7.6970	8.2295	5.4450	5.8540
0.5237	0.6199	0.4645	0.8989	0.7685	0.6649	0.6255	0.8377	0.7208	0.8588	0.9113	0.4960	0.1997	0.0315	0.0821	0.1152	0.0324	0.0334	0.0836	0.1298	0.1421	0.0175	0.0477	0.0275	0.0225	0.0829	45.1250	42.9500	89.2200	70.3400	76.8100	43.3175	42.9217	30.0300	43.4600	54.1400	56.7050	58.5700	60.5500
0.9618	0.7869	0.5244	0.5964	0.0709	0.7941	0.0067	0.0610	0.3280	0.3039	0.0526	0.4927	0.7169	0.2401	0.2486	0.3471	0.0410	0.4218	0.1681	0.4756	0.3429	0.2908	0.3864	0.4502	0.0455	0.2560	54.9050	48.4600	73.1800	28.8800	22.2100	5.0345	8.7550	19.2500	135.3000	16.4200	155.0000	33.5800	17.0650
0.9259	0.0609	0.3432	0.0123	0.6226	0.9242	0.1227	0.1380	0.7178	0.9524	0.9336	0.5893	0.6296	0.0562	0.1810	0.0903	0.1758	0.0842	0.0958	0.1951	0.1814	0.1291	0.0655	0.0301	0.0683	0.1818	19.2000	15.7200	21.2600	20.4100	21.2700	14.1700	13.7800	6.9120	7.2110	16.8000	22.2750	17.7600	18.4450
0.3617	0.0575	0.9702	0.4832	0.7735	0.2496	0.7860	0.0857	0.9643	0.6214	0.5281	0.8343	0.4881	0.0832	0.1703	0.0837	0.1105	0.0838	0.1020	0.0910	0.1975	0.1067	0.0409	0.0280	0.0805	0.1184	123.6500	90.6200	186.6000	142.3000	186.1000	76.9000	87.7300	45.2400	34.5400	73.4500	114.5000	85.7400	83.7200
0.7616	0.0053	0.3016	0.0223	0.9325	0.8733	0.0104	0.2202	0.7806	0.9530	0.4314	0.3534	0.1453	0.0977	0.2480	0.0963	0.2464	0.0421	0.0581	0.2244	0.2402	0.1629	0.1096	0.0791	0.1134	0.1410	16.9250	15.9800	17.3600	17.5300	18.5500	14.0900	14.3500	12.1500	6.7080	15.8400	16.5450	17.8000	23.2350
0.9058	0.9512	0.4257	0.0633	0.7354	0.3681	0.0995	0.0945	0.9862	0.5286	0.0193	0.2707	0.8818	0.1131	0.0637	0.0320	0.3524	0.0851	0.1492	0.3532	0.2362	0.1592	0.2474	0.1985	0.2045	0.0666	11.5400	9.5930	1.9970	4.4220	2.5740	14.2150	5.2657	2.1670	1.7160	17.6500	13.4300	5.5310	11.1000
0.9102	0.8930	0.7132	0.0484	0.1794	0.8763	0.9449	0.4866	0.3548	0.0690	0.0846	0.2683	0.5972	0.0755	0.0888	0.0542	0.1015	0.1479	0.0790	0.0845	0.1875	0.1858	0.1557	0.1662	0.1228	0.0920	10.2350	7.7510	10.7700	11.1200	14.8900	7.6845	8.6948	3.9550	3.3890	8.7360	14.8700	7.5690	13.3050
0.0289	0.5022	0.7311	0.7975	0.9663	0.6509	0.8293	0.9815	0.8642	0.8427	0.1826	0.8985	0.2401	0.3569	0.2293	0.0700	0.0849	0.0680	0.1026	0.1015	0.1284	0.2099	0.0959	0.1184	0.0571	0.2601	89.6350	97.6000	86.7300	83.1000	68.7600	56.9875	64.7533	54.5400	121.0000	112.0000	81.4900	85.2300	201.6500
0.7947	0.2596	0.8084	0.1094	0.9749	0.2953	0.9288	0.9610	0.4651	0.8657	0.1999	0.9230	0.2530	0.0480	0.2230	0.1016	0.2397	0.0842	0.1905	0.1414	0.2333	0.1849	0.1779	0.0868	0.0871	0.0238	8.7330	7.8110	5.8400	6.5890	7.7130	5.4430	5.6908	2.8720	2.0990	6.8950	8.8095	3.5780	7.9045
0.6072	0.3675	0.2496	0.0185	0.9758	0.8998	0.2330	0.5569	0.9507	0.9181	0.5230	0.4431	0.1034	0.0941	0.1436	0.0899	0.1627	0.0679	0.1136	0.0399	0.1531	0.1528	0.0287	0.0707	0.1313	0.0181	67.1800	53.8400	66.2400	67.1500	82.5700	47.2925	51.8450	19.1100	16.7800	67.3000	65.2050	42.3900	79.3500
0.8642	0.2350	0.9536	0.1123	0.9553	0.7623	0.9690	0.5836	0.7283	0.3737	0.7814	0.3788	0.7714	0.0664	0.1907	0.0328	0.2206	0.0462	0.1449	0.0809	0.1724	0.1100	0.0191	0.0429	0.0886	0.0780	6.3375	5.8340	9.6810	9.2340	7.6950	6.0165	10.3063	3.4520	3.6980	14.1900	25.1200	8.4340	12.4550
0.9259	0.4374	0.4745	0.4456	0.2963	0.9479	0.7263	0.1891	0.9730	0.9862	0.9550	0.6986	0.8278	0.1339	0.2570	0.1026	0.1468	0.1505	0.1560	0.0618	0.1141	0.0572	0.1409	0.0811	0.1166	0.0414	47.1350	45.6800	102.9000	87.2700	74.9900	55.1875	48.1300	31.4400	16.5800	47.6400	33.0300	9.8710	87.0450
0.3886	0.0030	0.9864	0.1436	0.2002	0.9740	0.2214	0.0245	0.5730	0.0366	0.1145	0.1283	0.0306	0.1498	0.3166	0.0734	0.1591	0.1286	0.0460	0.1997	0.2342	0.1538	0.2284	0.1488	0.1569	0.2065	14.2850	10.3600	13.8000	14.2800	16.6100	9.6657	7.6398	4.5180	3.0210	10.9000	19.0400	11.6500	13.3150
0.9963	0.0648	0.6051	0.0244	0.6605	0.8636	0.2402	0.1620	0.4012	0.8681	0.9910	0.8862	0.2248	0.0950	0.2148	0.0743	0.2298	0.0739	0.0936	0.1713	0.2001	0.1328	0.0883	0.0501	0.0658	0.1424	16.9400	14.2700	16.2300	14.4900	15.0400	12.7025	11.2717	5.4480	6.4570	14.4200	23.1950	11.0300	13.8800
0.6337	0.4381	0.5277	0.9118	0.6687	0.9772	0.4399	0.6064	0.0013	0.9265	0.5790	0.9100	0.9224	0.2509	0.1506	0.1968	0.1259	0.2099	0.0373	0.1954	0.2563	0.3084	0.0884	0.1053	0.1434	0.0860	6.4815	7.7260	6.0160	6.2170	2.5640	7.6295	7.6212	6.2480	1.5400	15.0900	12.5250	6.0620	15.9750
0.8656	0.1992	0.9481	0.8780	0.0686	0.3685	0.0635	0.5324	0.6770	0.4205	0.0010	0.8503	0.5907	0.1149	0.2717	0.0713	0.0990	0.2887	0.2708	0.2768	0.0441	0.2005	0.2336	0.1970	0.0485	0.1239	15.8450	11.5000	30.8200	17.4800	27.1200	16.4325	14.4393	7.4550	7.7460	15.1700	23.4000	11.9500	49.6350
0.9319	0.8733	0.1885	0.2396	0.3762	0.8456	0.8525	0.0069	0.4805	0.6573	0.7375	0.2741	0.5252	0.0812	0.1313	0.1296	0.1761	0.1496	0.0884	0.1101	0.2742	0.2904	0.1215	0.0640	0.2007	0.1371	17.6450	14.2600	21.2800	17.9400	22.6800	14.4275	19.5533	9.3740	24.0600	15.8800	29.1600	17.3300	27.0750
0.6775	0.8956	0.1135	0.3699	0.0520	0.3310	0.3417	0.7150	0.8610	0.9602	0.9304	0.2555	0.3084	0.0270	0.1026	0.1688	0.1761	0.1623	0.1486	0.2197	0.1521	0.0654	0.0743	0.0361	0.1746	0.0899	16.8400	14.1600	19.5100	18.6800	20.6300	14.6275	15.1517	6.8350	6.8150	12.6300	18.1700	13.1400	14.1250
0.7445	0.0835	0.4900	0.2013	0.2881	0.6696	0.8141	0.6992	0.9201	0.8230	0.0008	0.9264	0.5521	0.1009	0.2144	0.0107	0.0877	0.1255	0.0556	0.0481	0.1104	0.0556	0.0807	0.1704	0.0347	0.0537	16.3100	13.6800	19.3600	17.5800	16.8600	12.0050	12.2683	6.4910	8.6630	15.6800	18.4200	18.0800	19.3650
0.2740	0.0020	0.2164	0.0101	0.1057	0.1681	0.2397	0.0104	0.8741	0.8821	0.4403	0.0834	0.0136	0.1022	0.2488	0.0850	0.1689	0.1131	0.1589	0.1745	0.2263	0.0251	0.1400	0.0920	0.1449	0.1644	6.7920	5.1620	6.9170	7.0300	8.9510	6.9380	7.2990	4.1150	1.7970	5.4020	10.7950	7.9570	8.5325
0.7279	0.7039	0.8054	0.8952	0.1085	0.3370	0.0000	0.7902	0.8944	0.8084	0.9322	0.6990	0.9066	0.0898	0.0960	0.0717	0.1212	0.2099	0.0270	0.5306	0.1141	0.0915	0.1400	0.0996	0.0727	0.0942	10.8650	8.5610	5.7770	6.0830	7.9930	20.7575	20.0310	3.5500	1.7930	10.4000	28.1150	11.2200	11.3900
0.6059	0.0602	0.6824	0.9777	0.8591	0.9808	0.2311	0.0041	0.6983	0.3887	0.9677	0.7351	0.1315	0.1999	0.2177	0.0103	0.0407	0.0212	0.0962	0.2046	0.3792	0.1286	0.1576	0.0500	0.0135	0.1687	21.6100	28.1600	17.1100	17.0200	11.6400	18.1625	44.3817	40.3700	44.0600	20.0800	20.8450	40.3400	19.1200
0.7281	0.8738	0.9843	0.7106	0.1719	0.7822	0.6691	0.1335	0.9536	0.8050	0.1403	0.4384	0.7912	0.0473	0.0409	0.0467	0.0696	0.0986	0.0402	0.0636	0.1650	0.1066	0.0801	0.1130	0.0965	0.0978	142.6000	136.4000	168.6000	148.0000	170.6000	168.1750	165.0833	89.7600	167.6000	162.8000	169.0000	216.7000	203.0000
0.8281	0.0300	0.1374	0.0220	0.1730	0.1527	0.8222	0.0141	0.6943	0.2758	0.2225	0.0085	0.0224	0.1059	0.2863	0.1359	0.2052	0.1633	0.1631	0.0960	0.2916	0.0572	0.1421	0.1184	0.2242	0.2223	7.4825	6.1110	6.3170	7.0960	7.3890	6.7873	6.1830	7.0480	3.4310	4.7660	9.6390	6.6540	8.2005
0.9937	0.2017	0.9922	0.9599	0.2047	0.9872	0.5132	0.3481	0.3553	0.9171	0.9456	0.7550	0.2506	0.0516	0.1754	0.0457	0.0744	0.1206	0.0128	0.1615	0.2014	0.1684	0.0921	0.0691	0.0885	0.1475	17.2950	14.7600	13.8900	13.4100	15.7700	18.6475	10.7380	4.5410	6.2130	23.7600	16.7100	15.4200	29.3600
0.9864	0.7586	0.1677	0.0286	0.3568	0.3807	0.2959	0.0032	0.2589	0.0850	0.3053	0.6843	0.2876	0.0576	0.1039	0.1576	0.2600	0.1220	0.1312	0.1634	0.2876	0.1956	0.1987	0.1452	0.1437	0.1056	6.5195	4.7440	6.8900	7.9830	7.8020	4.6705	5.3907	2.6440	1.6760	7.7550	13.0550	5.2320	6.1160
0.6808	0.6305	0.0483	0.0293	0.1243	0.7762	0.0168	0.0752	0.1355	0.6162	0.2463	0.7777	0.6394	0.1041	0.0089	0.1652	0.1911	0.2089	0.1262	0.2282	0.2030	0.2072	0.1342	0.1343	0.0361	0.0196	19.2750	13.8600	15.1100	13.6500	15.9900	11.0560	12.0667	6.0780	6.0950	18.3900	16.3900	11.1800	14.3350
0.8899	0.2726	0.8849	0.7961	0.0800	0.3533	0.1659	0.8523	0.7919	0.8233	0.6902	0.6760	0.8748	0.1065	0.3100	0.0619	0.0998	0.2192	0.0333	0.1535	0.1154	0.0716	0.1149	0.1279	0.1916	0.2144	5.8985	9.0480	21.8400	15.9100	13.8400	11.2325	9.7135	12.3400	1.8820	17.5000	11.3250	13.6300	8.3940
0.8156	0.0007	0.0803	0.0054	0.1912	0.4907	0.0389	0.2065	0.7433	0.5419	0.1658	0.8695	0.5342	0.1670	0.4818	0.3333	0.4129	0.1955	0.2084	0.3273	0.2545	0.0978	0.1718	0.1978	0.0560	0.2156	1.8585	2.3920	2.7560	2.5340	2.7610	3.7900	2.1512	3.7850	2.8240	2.6270	3.4635	15.6800	8.2475
0.9932	0.8872	0.0216	0.3384	0.9758	0.8459	0.3515	0.5991	0.6747	0.9958	0.6985	0.2197	0.6829	0.0776	0.1310	0.2724	0.2153	0.0591	0.1271	0.2364	0.1848	0.1396	0.0843	0.0683	0.2248	0.0565	7.6320	12.5800	15.5000	10.4900	8.9250	15.1550	9.5070	8.8550	7.7090	10.9900	15.4950	27.3500	19.5150
0.0411	0.0000	0.0437	0.0002	0.1433	0.4580	0.0310	0.0807	0.6694	0.6127	0.0010	0.7489	0.3050	0.2332	0.4884	0.2862	0.4311	0.1679	0.2155	0.3582	0.2654	0.0984	0.1766	0.2200	0.1143	0.2651	7.9835	6.0930	7.6160	6.9890	7.7580	7.6265	5.9518	3.7140	2.7760	12.3300	10.6150	8.9270	13.3100
0.8808	0.8159	0.9910	0.1543	0.2647	0.5273	0.9443	0.0101	0.1253	0.9317	0.4345	0.7092	0.7042	0.2112	0.4130	0.3076	0.3986	0.5257	0.3934	0.2395	0.5968	0.2714	0.1993	0.1201	0.3205	0.0610	19.3900	31.4400	12.9600	14.2600	9.8050	24.7300	15.6383	8.0350	13.5100	71.1700	21.3000	13.5900	24.1700
0.6266	0.2602	0.2157	0.7705	0.2758	0.4489	0.8497	0.5520	0.5036	0.9629	0.3795	0.3375	0.6771	0.0758	0.1768	0.1249	0.0930	0.1277	0.0727	0.0728	0.1776	0.1330	0.0934	0.0858	0.1056	0.0670	14.4700	13.0600	15.9200	15.6800	17.2900	15.7925	16.3583	7.1050	5.8890	13.5300	18.2000	17.8500	18.3350
0.3184	0.0028	0.2143	0.0000	0.1232	0.9505	0.2978	0.0359	0.9471	0.8194	0.1300	0.6346	0.0397	0.2052	0.3606	0.1671	0.3790	0.1919	0.1412	0.1775	0.2820	0.0638	0.2078	0.1651	0.1161	0.1901	3.5620	3.1960	5.9490	6.0340	5.4930	4.6123	4.7680	2.4670	0.7469	5.2810	8.1515	23.6300	6.5635
0.9319	0.3143	0.5497	0.9896	0.3314	0.8902	0.8967	0.5883	0.8456	0.9273	0.9478	0.9776	0.3487	0.0345	0.2770	0.0999	0.1744	0.1662	0.1313	0.2124	0.0609	0.1591	0.1160	0.0553	0.1023	0.2310	8.7225	14.1100	7.0450	7.7830	4.4580	18.1375	7.6362	3.5180	70.2400	19.8100	30.5350	11.7300	14.1400
0.9976	0.8693	0.9146	0.6324	0.4317	0.8819	0.8494	0.5021	0.9932	0.2900	0.4204	0.8655	0.9031	0.0644	0.0531	0.0619	0.0503	0.1593	0.0597	0.0705	0.1356	0.0688	0.2251	0.1419	0.0291	0.0829	131.1500	146.9000	162.0000	167.5000	148.6000	170.5250	163.6000	275.3000	277.4000	120.8000	121.9500	178.3000	152.5500
0.7603	0.1075	0.8764	0.1996	0.8267	0.9427	0.4608	0.9995	0.8588	0.1953	0.7064	0.9426	0.7492	0.1194	0.3369	0.1802	0.3712	0.0972	0.2484	0.2888	0.1228	0.2531	0.2033	0.1066	0.0975	0.2495	2.4150	1.8720	1.7520	2.2180	1.6430	3.3792	2.4632	1.3770	95.5700	3.0590	5.3555	3.1860	6.0400
0.9581	0.7361	0.0341	0.0219	0.6389	0.0037	0.1333	0.0004	0.2605	0.5134	0.4445	0.0045	0.0452	0.0722	0.0920	0.1660	0.2622	0.0947	0.2282	0.2312	0.3645	0.1570	0.1330	0.0766	0.1914	0.1577	32.1750	30.1000	43.3500	35.1800	50.4700	26.3700	29.8917	13.7500	14.1800	36.3100	37.9750	36.4700	39.5200
0.9452	0.6234	0.4521	0.3898	0.7022	0.7958	0.9180	0.4558	0.8934	0.8422	0.5131	0.9050	0.9136	0.0614	0.0607	0.0624	0.0482	0.0609	0.0299	0.0647	0.1325	0.0721	0.1325	0.0283	0.0894	0.0941	12.0100	11.9700	16.7200	14.1600	14.6400	13.0450	12.1183	6.1700	5.1180	12.6400	12.8700	9.9160	12.0150
0.9447	0.0663	0.4800	0.3784	0.7748	0.4102	0.1712	0.7457	0.4686	0.3573	0.2149	0.7604	0.4571	0.1013	0.2717	0.2330	0.2902	0.0820	0.2433	0.2093	0.0220	0.1681	0.2830	0.1273	0.0553	0.1683	33.1450	33.8900	55.6300	44.7400	48.3300	37.6375	51.4983	28.5100	17.6900	39.6300	39.6500	51.1500	40.6200
0.6474	0.0015	0.9642	0.4616	0.7766	0.4120	0.1194	0.3504	0.7829	0.9327	0.0442	0.6429	0.2435	0.1363	0.2493	0.0258	0.1179	0.0645	0.1396	0.1911	0.1882	0.0932	0.0699	0.1439	0.0896	0.1086	44.8700	45.3000	47.7100	48.6400	42.3600	28.7975	24.9017	24.5800	28.2100	51.9400	49.5550	39.6500	56.4250
0.9565	0.1182	0.2615	0.2075	0.2092	0.7971	0.8380	0.1917	0.9514	0.0662	0.0012	0.6058	0.3205	0.1540	0.2260	0.1720	0.1992	0.1512	0.1080	0.1094	0.1071	0.1075	0.2890	0.2414	0.0684	0.0928	89.7000	97.9500	104.9000	102.8000	98.9300	97.8250	114.8117	162.6000	81.4800	101.4000	81.1300	78.0700	89.5750
0.8768	0.4415	0.9827	0.8309	0.9557	0.2606	0.9388	0.0754	0.9196	0.4938	0.6170	0.8655	0.4866	0.0276	0.1022	0.0655	0.0813	0.0431	0.0111	0.0444	0.2093	0.1095	0.0174	0.0071	0.0937	0.0794	47.6150	45.5600	88.0700	78.4500	90.6300	48.7175	54.1383	37.7700	15.9500	47.1800	66.5200	64.7600	64.8350
0.8642	0.5583	0.6116	0.2426	0.6610	0.2147	0.0083	0.1132	0.0390	0.9704	0.3792	0.1754	0.5234	0.0545	0.1132	0.0868	0.1260	0.0430	0.1076	0.1258	0.1954	0.1654	0.0831	0.0442	0.1235	0.1065	45.6250	50.9500	52.0800	50.8300	59.0200	45.1300	52.4100	35.9500	21.3600	55.7600	52.5750	42.2700	55.3400
0.9947	0.6421	0.4432	0.0323	0.8865	0.3628	0.0723	0.2476	0.5449	0.8983	0.8737	0.7131	0.4720	0.0603	0.1350	0.1138	0.1911	0.0952	0.1962	0.2265	0.2046	0.1954	0.0337	0.0822	0.0848	0.1545	57.8000	57.4600	78.9200	75.4300	78.3900	48.9150	51.4267	50.2300	24.6400	67.9900	66.4850	59.4100	60.3650
