cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
92568	11571	0.80001	0.10699	0	0.00034569	0.21407	0.0018149	0	Compound - binds - Gene	CbG	130
104139	11571	0.90001	0.10639	0	0.00060496	0.20759	0.0020742	0	Compound - binds - Gene	CbG	130
115709	11570	1	0.10639	0.00017286	0.00077787	0.21158	0.0013829	0	Compound - binds - Gene	CbG	130
21102	21103	0.1	0.36101	4.7387e-05	0.00018955	0.35715	9.4773e-05	0	Compound - downregulates - Gene	CdG	130
42204	21102	0.2	0.22292	0	0.00018956	0.35395	4.7389e-05	0	Compound - downregulates - Gene	CdG	130
63306	21102	0.3	0.19216	0	4.7389e-05	0.35148	9.4778e-05	0	Compound - downregulates - Gene	CdG	130
84408	21102	0.4	0.18847	9.4778e-05	4.7389e-05	0.35608	9.4778e-05	0	Compound - downregulates - Gene	CdG	130
105510	21102	0.5	0.18415	4.7389e-05	4.7389e-05	0.34869	4.7389e-05	0	Compound - downregulates - Gene	CdG	130
126612	21102	0.6	0.18259	9.4778e-05	9.4778e-05	0.3558	9.4778e-05	0	Compound - downregulates - Gene	CdG	130
147714	21102	0.7	0.18439	4.7389e-05	4.7389e-05	0.35627	4.7389e-05	0	Compound - downregulates - Gene	CdG	130
168816	21102	0.8	0.18548	0	0.00023694	0.36087	0.00014217	0	Compound - downregulates - Gene	CdG	130
189918	21102	0.9	0.18392	4.7389e-05	9.4778e-05	0.35006	0.00023694	0	Compound - downregulates - Gene	CdG	130
211019	21101	1	0.18406	0.00018956	4.7391e-05	0.35264	0	0	Compound - downregulates - Gene	CdG	130
18756	18757	0.10001	0.31713	0	0.00042651	0.29344	0.00031988	0	Compound - upregulates - Gene	CuG	130
37512	18756	0.20001	0.18661	0	0.00047985	0.29073	0.00021327	0	Compound - upregulates - Gene	CuG	130
56268	18756	0.30001	0.16032	5.3316e-05	0.00021327	0.29121	0.00042653	0	Compound - upregulates - Gene	CuG	130
75024	18756	0.40001	0.15286	0	0.00026658	0.29239	0.00037321	0	Compound - upregulates - Gene	CuG	130
93780	18756	0.50001	0.15115	0.00010663	0.00015995	0.29367	0.0003199	0	Compound - upregulates - Gene	CuG	130
112536	18756	0.60001	0.15387	5.3316e-05	0.00037321	0.2894	0.00021327	0	Compound - upregulates - Gene	CuG	130
131292	18756	0.70001	0.15563	5.3316e-05	0.00015995	0.29036	0.00037321	0	Compound - upregulates - Gene	CuG	130
150048	18756	0.80001	0.15291	0.00015995	0.00010663	0.29159	0.00037321	0	Compound - upregulates - Gene	CuG	130
168804	18756	0.90001	0.15216	0	0.00010663	0.29196	0.00058648	0	Compound - upregulates - Gene	CuG	130
187559	18755	1	0.15211	0.00010664	0.00015996	0.28766	0.0002666	0	Compound - upregulates - Gene	CuG	130
138944	138945	0.1	0.55023	7.1971e-06	0.00056857	0.59461	0.017547	0	Compound - causes - Side Effect	CcSE	130
277888	138944	0.2	0.41239	7.1971e-06	0.00053979	0.59754	0.017986	0	Compound - causes - Side Effect	CcSE	130
416832	138944	0.3	0.36515	1.4394e-05	0.00059017	0.59391	0.018166	0	Compound - causes - Side Effect	CcSE	130
555776	138944	0.4	0.34691	7.1971e-06	0.0005038	0.59518	0.017727	0	Compound - causes - Side Effect	CcSE	130
694720	138944	0.5	0.34168	0	0.00051819	0.59099	0.018108	0	Compound - causes - Side Effect	CcSE	130
833664	138944	0.6	0.34037	0	0.00056138	0.59416	0.017978	0	Compound - causes - Side Effect	CcSE	130
972608	138944	0.7	0.33884	1.4394e-05	0.00044622	0.5941	0.01759	0	Compound - causes - Side Effect	CcSE	130
1111552	138944	0.8	0.33628	0	0.00051819	0.59535	0.018029	0	Compound - causes - Side Effect	CcSE	130
1250496	138944	0.9	0.33717	7.1971e-06	0.00056138	0.5942	0.018223	0	Compound - causes - Side Effect	CcSE	130
1389439	138943	1	0.3362	0	0.00063335	0.59329	0.017755	0	Compound - causes - Side Effect	CcSE	130
3602	3603	0.10003	0.29733	0.00027755	0.0063836	0.2348	0.04302	0	Disease - localizes - Anatomy	DlA	130
7204	3602	0.20003	0.17157	0	0.0058301	0.23931	0.048584	0	Disease - localizes - Anatomy	DlA	130
10806	3602	0.30003	0.14492	0	0.0058301	0.24209	0.044975	0	Disease - localizes - Anatomy	DlA	130
14408	3602	0.40003	0.15353	0.00027762	0.0033315	0.25319	0.048584	0	Disease - localizes - Anatomy	DlA	130
18010	3602	0.50003	0.14547	0.00083287	0.0052748	0.24098	0.041644	0	Disease - localizes - Anatomy	DlA	130
21612	3602	0.60003	0.14187	0.00055525	0.0027762	0.23154	0.04442	0	Disease - localizes - Anatomy	DlA	130
25214	3602	0.70003	0.14048	0.00055525	0.0052748	0.22848	0.049695	0	Disease - localizes - Anatomy	DlA	130
28816	3602	0.80003	0.13187	0	0.0058301	0.22987	0.040255	0	Disease - localizes - Anatomy	DlA	130
32418	3602	0.90003	0.13659	0.0013881	0.0049972	0.24764	0.048862	0	Disease - localizes - Anatomy	DlA	130
36019	3601	1	0.13159	0	0.0044432	0.24521	0.043877	0	Disease - localizes - Anatomy	DlA	130
1086	1087	0.10009	0.43554	0	0.013799	0.24287	0.27047	0	Disease - resembles - Disease	DrD	130
2172	1086	0.20009	0.25322	0.00092081	0.018416	0.23665	0.24954	0	Disease - resembles - Disease	DrD	130
3258	1086	0.30009	0.18692	0.00092081	0.018416	0.23941	0.26335	0	Disease - resembles - Disease	DrD	130
4344	1086	0.40009	0.15838	0.00092081	0.022099	0.23849	0.23757	0	Disease - resembles - Disease	DrD	130
5430	1086	0.50009	0.1593	0.00092081	0.027624	0.24401	0.24494	0	Disease - resembles - Disease	DrD	130
6516	1086	0.60009	0.14917	0	0.019337	0.23941	0.26519	0	Disease - resembles - Disease	DrD	130
7602	1086	0.70009	0.16206	0.0018416	0.021179	0.22744	0.23849	0	Disease - resembles - Disease	DrD	130
8688	1086	0.80009	0.14825	0.00092081	0.021179	0.23297	0.26059	0	Disease - resembles - Disease	DrD	130
9774	1086	0.90009	0.15101	0.00092081	0.017495	0.24678	0.23849	0	Disease - resembles - Disease	DrD	130
10859	1085	1	0.15285	0.0018433	0.02765	0.23871	0.26544	0	Disease - resembles - Disease	DrD	130
12623	12624	0.10001	0.26222	7.9214e-05	0.00015843	0.20928	0.00047529	0	Disease - associates - Gene	DaG	130
25246	12623	0.20001	0.13753	0	0.00055454	0.21263	0.00047532	0	Disease - associates - Gene	DaG	130
37869	12623	0.30001	0.11392	7.922e-05	0.00031688	0.20621	0.00063376	0	Disease - associates - Gene	DaG	130
50492	12623	0.40001	0.11416	0	0.00023766	0.21263	0.00023766	0	Disease - associates - Gene	DaG	130
63115	12623	0.50001	0.11043	7.922e-05	0.00015844	0.20677	0.00071298	0	Disease - associates - Gene	DaG	130
75738	12623	0.60001	0.11035	0	0.00031688	0.21627	0.00055454	0	Disease - associates - Gene	DaG	130
88361	12623	0.70001	0.11265	0.00023766	7.922e-05	0.20637	0.00015844	0	Disease - associates - Gene	DaG	130
100984	12623	0.80001	0.11511	0	7.922e-05	0.20803	0.00031688	0	Disease - associates - Gene	DaG	130
113607	12623	0.90001	0.11535	7.922e-05	0.00023766	0.21794	0.00031688	0	Disease - associates - Gene	DaG	130
126229	12622	1	0.11614	0.00015845	0.00015845	0.20908	0.00055459	0	Disease - associates - Gene	DaG	130
7623	7624	0.10001	0.1893	0	0	0.074633	0.00013116	0	Disease - downregulates - Gene	DdG	130
15246	7623	0.20001	0.072281	0.00026236	0.00039355	0.069789	0	0	Disease - downregulates - Gene	DdG	130
22869	7623	0.30001	0.055228	0.00013118	0	0.068215	0	0	Disease - downregulates - Gene	DdG	130
30492	7623	0.40001	0.050767	0.00026236	0.00013118	0.072937	0	0	Disease - downregulates - Gene	DdG	130
38115	7623	0.50001	0.050505	0.00013118	0.00013118	0.07438	0.00026236	0	Disease - downregulates - Gene	DdG	130
45738	7623	0.60001	0.05103	0.00013118	0	0.072937	0.00013118	0	Disease - downregulates - Gene	DdG	130
53361	7623	0.70001	0.052604	0	0	0.071757	0.00013118	0	Disease - downregulates - Gene	DdG	130
60984	7623	0.80001	0.052735	0	0	0.071757	0	0	Disease - downregulates - Gene	DdG	130
68607	7623	0.90001	0.051423	0.00039355	0	0.065329	0	0	Disease - downregulates - Gene	DdG	130
76229	7622	1	0.050374	0	0.0002624	0.069667	0.0001312	0	Disease - downregulates - Gene	DdG	130
7731	7732	0.10001	0.1873	0.00012933	0.00025867	0.077341	0	0	Disease - upregulates - Gene	DuG	130
15462	7731	0.20001	0.075669	0.00038805	0.00038805	0.080973	0	0	Disease - upregulates - Gene	DuG	130
23193	7731	0.30001	0.057302	0.00038805	0	0.077092	0	0	Disease - upregulates - Gene	DuG	130
30924	7731	0.40001	0.054715	0.00012935	0.0002587	0.074117	0	0	Disease - upregulates - Gene	DuG	130
38655	7731	0.50001	0.049411	0.0002587	0.0002587	0.078256	0	0	Disease - upregulates - Gene	DuG	130
46386	7731	0.60001	0.054068	0.00012935	0.0005174	0.084853	0	0	Disease - upregulates - Gene	DuG	130
54117	7731	0.70001	0.055362	0	0	0.07554	0.0002587	0	Disease - upregulates - Gene	DuG	130
61848	7731	0.80001	0.053939	0	0.00012935	0.080714	0.0002587	0	Disease - upregulates - Gene	DuG	130
69579	7731	0.90001	0.052775	0.0002587	0.0002587	0.08149	0	0	Disease - upregulates - Gene	DuG	130
77309	7730	1	0.054327	0	0.00012937	0.079431	0	0	Disease - upregulates - Gene	DuG	130
3357	3358	0.10003	0.35419	0.00059559	0.0056581	0.28797	0.056284	0	Disease - presents - Symptom	DpS	130
6714	3357	0.20003	0.21567	0.00029789	0.0056598	0.2964	0.048257	0	Disease - presents - Symptom	DpS	130
10071	3357	0.30003	0.17665	0	0.0056598	0.29044	0.058385	0	Disease - presents - Symptom	DpS	130
13428	3357	0.40003	0.16354	0	0.0068514	0.29282	0.041704	0	Disease - presents - Symptom	DpS	130
16785	3357	0.50003	0.15669	0.00029789	0.0038725	0.29223	0.051832	0	Disease - presents - Symptom	DpS	130
20142	3357	0.60003	0.16831	0.00059577	0.0065535	0.29103	0.055704	0	Disease - presents - Symptom	DpS	130
23499	3357	0.70003	0.16652	0.00029789	0.005064	0.29997	0.051236	0	Disease - presents - Symptom	DpS	130
26856	3357	0.80003	0.1692	0.00029789	0.0062556	0.30891	0.049449	0	Disease - presents - Symptom	DpS	130
30213	3357	0.90003	0.16175	0.0011915	0.0047662	0.30235	0.051236	0	Disease - presents - Symptom	DpS	130
33569	3356	1	0.1692	0.00029797	0.0047676	0.28248	0.054529	0	Disease - presents - Symptom	DpS	130
559504	559505	0.1	0.20404	5.3619e-06	0.00013047	0.11507	0.0066148	0	Gene - participates - Biological Process	GpBP	130
1119008	559504	0.2	0.080575	1.7873e-06	0.00014477	0.11573	0.0067649	0	Gene - participates - Biological Process	GpBP	130
1678512	559504	0.3	0.061288	0	0.00015013	0.11568	0.0067417	0	Gene - participates - Biological Process	GpBP	130
2238016	559504	0.4	0.058082	5.3619e-06	0.00014298	0.11521	0.0066076	0	Gene - participates - Biological Process	GpBP	130
2797520	559504	0.5	0.057612	0	0.00017516	0.11583	0.006663	0	Gene - participates - Biological Process	GpBP	130
3357024	559504	0.6	0.057966	5.3619e-06	0.00014298	0.11531	0.0066201	0	Gene - participates - Biological Process	GpBP	130
3916528	559504	0.7	0.057356	0	0.00017158	0.11498	0.0066237	0	Gene - participates - Biological Process	GpBP	130
4476032	559504	0.8	0.05778	1.7873e-06	0.00016264	0.11469	0.0068203	0	Gene - participates - Biological Process	GpBP	130
5035536	559504	0.9	0.057849	1.7873e-06	0.00016264	0.11512	0.0066827	0	Gene - participates - Biological Process	GpBP	130
5595039	559503	1	0.057714	0	0.00015371	0.11647	0.0067596	0	Gene - participates - Biological Process	GpBP	130
73566	73567	0.1	0.20055	1.3593e-05	0.00017671	0.11426	0.0013457	0	Gene - participates - Cellular Component	GpCC	130
147132	73566	0.2	0.082185	1.3593e-05	0.00021749	0.11312	0.0013593	0	Gene - participates - Cellular Component	GpCC	130
220698	73566	0.3	0.062801	0	0.00025827	0.11398	0.0012914	0	Gene - participates - Cellular Component	GpCC	130
294264	73566	0.4	0.059851	4.078e-05	0.00014953	0.11136	0.0013865	0	Gene - participates - Cellular Component	GpCC	130
367830	73566	0.5	0.059484	2.7186e-05	0.0002039	0.11308	0.001169	0	Gene - participates - Cellular Component	GpCC	130
441396	73566	0.6	0.05928	0	9.5153e-05	0.11524	0.0010875	0	Gene - participates - Cellular Component	GpCC	130
514962	73566	0.7	0.060395	2.7186e-05	0.00023109	0.11507	0.0013729	0	Gene - participates - Cellular Component	GpCC	130
588528	73566	0.8	0.0603	2.7186e-05	0.00024468	0.11225	0.0013593	0	Gene - participates - Cellular Component	GpCC	130
662094	73566	0.9	0.058424	2.7186e-05	0.00021749	0.1132	0.001169	0	Gene - participates - Cellular Component	GpCC	130
735659	73565	1	0.060544	4.078e-05	0.00014953	0.11398	0.0016176	0	Gene - participates - Cellular Component	GpCC	130
123380	123381	0.1	0.18075	0	0.0011023	0.05201	0.052496	0	Gene - covaries - Gene	GcG	130
246760	123380	0.2	0.049708	1.621e-05	0.0009645	0.052359	0.051961	0	Gene - covaries - Gene	GcG	130
370140	123380	0.3	0.028959	0	0.00087534	0.051272	0.050964	0	Gene - covaries - Gene	GcG	130
493520	123380	0.4	0.025952	8.105e-06	0.00099692	0.050786	0.052529	0	Gene - covaries - Gene	GcG	130
616900	123380	0.5	0.023886	8.105e-06	0.00090776	0.050592	0.051937	0	Gene - covaries - Gene	GcG	130
740280	123380	0.6	0.025126	0	0.00089966	0.051734	0.052026	0	Gene - covaries - Gene	GcG	130
863660	123380	0.7	0.024801	0	0.00094018	0.051305	0.051824	0	Gene - covaries - Gene	GcG	130
987040	123380	0.8	0.024558	1.621e-05	0.0011185	0.050867	0.052488	0	Gene - covaries - Gene	GcG	130
1110420	123380	0.9	0.024461	0	0.00086724	0.05043	0.051232	0	Gene - covaries - Gene	GcG	130
1233799	123379	1	0.024364	1.621e-05	0.00090777	0.051557	0.052246	0	Gene - covaries - Gene	GcG	130
294328	294329	0.1	0.28143	3.3976e-06	0.0024836	0.1452	0.12379	0	Gene - interacts - Gene	GiG	130
588656	294328	0.2	0.13806	3.3976e-06	0.0026331	0.14566	0.12325	0	Gene - interacts - Gene	GiG	130
882984	294328	0.3	0.10725	3.3976e-06	0.0023749	0.14564	0.12315	0	Gene - interacts - Gene	GiG	130
1177312	294328	0.4	0.099549	1.0193e-05	0.0024836	0.14532	0.12338	0	Gene - interacts - Gene	GiG	130
1471640	294328	0.5	0.098428	3.3976e-06	0.0025312	0.14622	0.12422	0	Gene - interacts - Gene	GiG	130
1765968	294328	0.6	0.09733	3.3976e-06	0.0025686	0.14557	0.12495	0	Gene - interacts - Gene	GiG	130
2060296	294328	0.7	0.097317	6.7951e-06	0.0025584	0.14616	0.12436	0	Gene - interacts - Gene	GiG	130
2354624	294328	0.8	0.09734	3.3976e-06	0.0024429	0.1446	0.12428	0	Gene - interacts - Gene	GiG	130
2648952	294328	0.9	0.097718	1.0193e-05	0.0025686	0.14618	0.12405	0	Gene - interacts - Gene	GiG	130
2943279	294327	1	0.097218	0	0.0023681	0.14536	0.12416	0	Gene - interacts - Gene	GiG	130
265672	265673	0.1	0.26633	3.764e-06	0.00040651	0.21872	0	0	Gene > regulates > Gene	Gr>G	130
531344	265672	0.2	0.13944	7.5281e-06	0.00040652	0.21857	0	0	Gene > regulates > Gene	Gr>G	130
797016	265672	0.3	0.11717	3.764e-06	0.00039522	0.21933	0	0	Gene > regulates > Gene	Gr>G	130
1062688	265672	0.4	0.11251	7.5281e-06	0.00043663	0.21885	0	0	Gene > regulates > Gene	Gr>G	130
1328360	265672	0.5	0.11229	0	0.00050438	0.22058	0	0	Gene > regulates > Gene	Gr>G	130
1594032	265672	0.6	0.11214	0	0.0004291	0.22034	0	0	Gene > regulates > Gene	Gr>G	130
1859704	265672	0.7	0.11239	0	0.00045545	0.2182	0	0	Gene > regulates > Gene	Gr>G	130
2125376	265672	0.8	0.11262	0	0.00039522	0.21829	0	0	Gene > regulates > Gene	Gr>G	130
2391048	265672	0.9	0.112	0	0.0004291	0.21991	0	0	Gene > regulates > Gene	Gr>G	130
2656719	265671	1	0.11145	0	0.00044039	0.21978	0	0	Gene > regulates > Gene	Gr>G	130
97222	97223	0.1	0.18171	0	0.000216	0.07994	0.0016148	0	Gene - participates - Molecular Function	GpMF	130
194444	97222	0.2	0.062157	0	0.000216	0.082224	0.0014503	0	Gene - participates - Molecular Function	GpMF	130
291666	97222	0.3	0.044753	1.0286e-05	0.00018514	0.079786	0.0014297	0	Gene - participates - Molecular Function	GpMF	130
388888	97222	0.4	0.041976	1.0286e-05	0.00016457	0.080301	0.001368	0	Gene - participates - Molecular Function	GpMF	130
486110	97222	0.5	0.041853	2.0571e-05	0.00025714	0.080794	0.0013783	0	Gene - participates - Molecular Function	GpMF	130
583332	97222	0.6	0.041606	1.0286e-05	0.00016457	0.080249	0.0013063	0	Gene - participates - Molecular Function	GpMF	130
680554	97222	0.7	0.041205	0	0.00015429	0.082152	0.0011829	0	Gene - participates - Molecular Function	GpMF	130
777776	97222	0.8	0.041009	2.0571e-05	0.00017486	0.080558	0.001584	0	Gene - participates - Molecular Function	GpMF	130
874998	97222	0.9	0.042305	0	0.00016457	0.080815	0.001656	0	Gene - participates - Molecular Function	GpMF	130
972219	97221	1	0.041678	4.1143e-05	0.00017486	0.079324	0.001656	0	Gene - participates - Molecular Function	GpMF	130
84372	84373	0.1	0.22496	0	0.00018963	0.15602	0.0025245	0	Gene - participates - Pathway	GpPW	130
168744	84372	0.2	0.098066	0	0.00018964	0.15422	0.0019556	0	Gene - participates - Pathway	GpPW	130
253116	84372	0.3	0.077336	1.1852e-05	0.00028445	0.15436	0.0023349	0	Gene - participates - Pathway	GpPW	130
337488	84372	0.4	0.07384	0	0.00016593	0.15273	0.0021927	0	Gene - participates - Pathway	GpPW	130
421860	84372	0.5	0.073034	2.3705e-05	0.0002726	0.15531	0.0021216	0	Gene - participates - Pathway	GpPW	130
506232	84372	0.6	0.072785	1.1852e-05	0.00023705	0.155	0.0022756	0	Gene - participates - Pathway	GpPW	130
590604	84372	0.7	0.073496	0	0.00023705	0.15286	0.0021927	0	Gene - participates - Pathway	GpPW	130
674976	84372	0.8	0.072844	0	0.00026075	0.15204	0.002169	0	Gene - participates - Pathway	GpPW	130
759348	84372	0.9	0.072583	0	0.00022519	0.1515	0.0017778	0	Gene - participates - Pathway	GpPW	130
843719	84371	1	0.071931	2.3705e-05	0.00017779	0.1554	0.0023586	0	Gene - participates - Pathway	GpPW	130
1029	1030	0.1001	0.14383	0	0.00097087	0.029126	0.00097087	0	Pharmacologic Class - includes - Compound	PCiC	130
2058	1029	0.2001	0.044704	0.0019436	0.00097182	0.023324	0	0	Pharmacologic Class - includes - Compound	PCiC	130
3087	1029	0.3001	0.018465	0.00097182	0.00097182	0.02138	0	0	Pharmacologic Class - includes - Compound	PCiC	130
4116	1029	0.4001	0.0077745	0.00097182	0.0019436	0.02138	0.00097182	0	Pharmacologic Class - includes - Compound	PCiC	130
5145	1029	0.5001	0.015549	0.00097182	0.00097182	0.02138	0	0	Pharmacologic Class - includes - Compound	PCiC	130
6174	1029	0.6001	0.011662	0.00097182	0.00097182	0.019436	0	0	Pharmacologic Class - includes - Compound	PCiC	130
7203	1029	0.7001	0.011662	0.00097182	0	0.015549	0	0	Pharmacologic Class - includes - Compound	PCiC	130
8232	1029	0.8001	0.022352	0	0	0.026239	0	0	Pharmacologic Class - includes - Compound	PCiC	130
9261	1029	0.9001	0.020408	0	0.0019436	0.023324	0	0	Pharmacologic Class - includes - Compound	PCiC	130
10289	1028	1	0.02138	0	0.0029183	0.020428	0.00097276	0	Pharmacologic Class - includes - Compound	PCiC	130
102240	102241	0.1	0.51629	0	8.8027e-05	0.56051	0.00059663	0	Anatomy - downregulates - Gene	AdG	131
204480	102240	0.2	0.39046	0	9.7809e-05	0.55988	0.00056729	0	Anatomy - downregulates - Gene	AdG	131
306720	102240	0.3	0.35587	1.9562e-05	0.00010759	0.55843	0.0004597	0	Anatomy - downregulates - Gene	AdG	131
408960	102240	0.4	0.34554	0	0.00010759	0.55877	0.00047926	0	Anatomy - downregulates - Gene	AdG	131
511200	102240	0.5	0.34308	9.7809e-06	0.00010759	0.56009	0.00070423	0	Anatomy - downregulates - Gene	AdG	131
613440	102240	0.6	0.34209	0	0.00013693	0.56158	0.00056729	0	Anatomy - downregulates - Gene	AdG	131
715680	102240	0.7	0.34313	1.9562e-05	0.00010759	0.56044	0.00060642	0	Anatomy - downregulates - Gene	AdG	131
817920	102240	0.8	0.34085	9.7809e-06	6.8466e-05	0.55915	0.00054773	0	Anatomy - downregulates - Gene	AdG	131
920160	102240	0.9	0.34011	0	0.00011737	0.55807	0.00054773	0	Anatomy - downregulates - Gene	AdG	131
1022399	102239	1	0.34018	9.781e-06	0.00011737	0.56028	0.00058686	0	Anatomy - downregulates - Gene	AdG	131
526407	526408	0.1	0.86062	0	9.1184e-05	0.90481	0.0020155	0	Anatomy - expresses - Gene	AeG	131
1052814	526407	0.2	0.78316	1.8997e-06	0.00011208	0.90567	0.0021675	0	Anatomy - expresses - Gene	AeG	131
1579221	526407	0.3	0.73814	3.7993e-06	0.00010638	0.90489	0.0020478	0	Anatomy - expresses - Gene	AeG	131
2105628	526407	0.4	0.71152	3.7993e-06	7.0288e-05	0.90468	0.0021067	0	Anatomy - expresses - Gene	AeG	131
2632035	526407	0.5	0.6956	0	8.7385e-05	0.90512	0.0020269	0	Anatomy - expresses - Gene	AeG	131
3158442	526407	0.6	0.68667	0	0.00012348	0.9043	0.0021504	0	Anatomy - expresses - Gene	AeG	131
3684849	526407	0.7	0.68001	0	9.1184e-05	0.90478	0.0021181	0	Anatomy - expresses - Gene	AeG	131
4211256	526407	0.8	0.67618	1.8997e-06	8.5485e-05	0.90482	0.0019947	0	Anatomy - expresses - Gene	AeG	131
4737663	526407	0.9	0.67356	3.7993e-06	9.1184e-05	0.90481	0.0021447	0	Anatomy - expresses - Gene	AeG	131
5264069	526406	1	0.67172	3.7993e-06	0.00010828	0.90511	0.0019681	0	Anatomy - expresses - Gene	AeG	131
97848	97849	0.1	0.42026	1.022e-05	8.1759e-05	0.43343	0.00061319	0	Anatomy - upregulates - Gene	AuG	131
195696	97848	0.2	0.29267	0	9.1979e-05	0.43074	0.00055188	0	Anatomy - upregulates - Gene	AuG	131
293544	97848	0.3	0.26498	2.044e-05	0.00014308	0.4335	0.00057232	0	Anatomy - upregulates - Gene	AuG	131
391392	97848	0.4	0.25815	0	0.00011242	0.43247	0.00060298	0	Anatomy - upregulates - Gene	AuG	131
489240	97848	0.5	0.25876	2.044e-05	0.00018396	0.43188	0.00055188	0	Anatomy - upregulates - Gene	AuG	131
587088	97848	0.6	0.25658	0	0.00011242	0.43516	0.00052122	0	Anatomy - upregulates - Gene	AuG	131
684936	97848	0.7	0.25555	2.044e-05	6.132e-05	0.43426	0.00058254	0	Anatomy - upregulates - Gene	AuG	131
782784	97848	0.8	0.2568	2.044e-05	0.00011242	0.43086	0.00068474	0	Anatomy - upregulates - Gene	AuG	131
880632	97848	0.9	0.25744	1.022e-05	0.00012264	0.43359	0.00055188	0	Anatomy - upregulates - Gene	AuG	131
978479	97847	1	0.25869	0	8.176e-05	0.43276	0.00075628	0	Anatomy - upregulates - Gene	AuG	131
12972	12973	0.10001	0.18509	7.7083e-05	0.0032375	0.052802	0.0555	0	Compound - resembles - Compound	CrC	131
25944	12972	0.20001	0.0535	0	0.0026981	0.049954	0.056198	0	Compound - resembles - Compound	CrC	131
38916	12972	0.30001	0.031452	0.00015418	0.0020043	0.057046	0.057586	0	Compound - resembles - Compound	CrC	131
51888	12972	0.40001	0.03099	0	0.0031607	0.052189	0.057123	0	Compound - resembles - Compound	CrC	131
64860	12972	0.50001	0.028754	7.7089e-05	0.0036232	0.052112	0.058511	0	Compound - resembles - Compound	CrC	131
77832	12972	0.60001	0.03099	0	0.0032377	0.051187	0.057354	0	Compound - resembles - Compound	CrC	131
90804	12972	0.70001	0.029679	0	0.0036232	0.054656	0.056815	0	Compound - resembles - Compound	CrC	131
103776	12972	0.80001	0.028215	0.00015418	0.0029294	0.05165	0.058125	0	Compound - resembles - Compound	CrC	131
116748	12972	0.90001	0.027752	0.00015418	0.0029294	0.054271	0.055658	0	Compound - resembles - Compound	CrC	131
129719	12971	1	0.028138	0	0.0031609	0.052193	0.056819	0	Compound - resembles - Compound	CrC	131
390	391	0.10026	0.22308	0	0.0025575	0.1867	0	0	Compound - palliates - Disease	CpD	131
780	390	0.20026	0.15641	0.0051282	0	0.15128	0	0	Compound - palliates - Disease	CpD	131
1170	390	0.30026	0.12051	0.0051282	0.0025641	0.1641	0	0	Compound - palliates - Disease	CpD	131
1560	390	0.40026	0.1	0.0076923	0.0025641	0.17949	0	0	Compound - palliates - Disease	CpD	131
1950	390	0.50026	0.10256	0.0025641	0	0.14103	0	0	Compound - palliates - Disease	CpD	131
2340	390	0.60026	0.10256	0	0	0.17436	0	0	Compound - palliates - Disease	CpD	131
2730	390	0.70026	0.097436	0.0025641	0	0.15897	0	0	Compound - palliates - Disease	CpD	131
3120	390	0.80026	0.1	0.010256	0	0.21026	0	0	Compound - palliates - Disease	CpD	131
3510	390	0.90026	0.092308	0.0025641	0	0.17949	0	0	Compound - palliates - Disease	CpD	131
3899	389	1	0.11026	0	0.0025707	0.12596	0	0	Compound - palliates - Disease	CpD	131
755	756	0.10013	0.25298	0	0.0013228	0.2209	0	0	Compound - treats - Disease	CtD	131
1510	755	0.20013	0.14437	0.0013245	0.0013245	0.19603	0	0	Compound - treats - Disease	CtD	131
2265	755	0.30013	0.12053	0	0	0.21854	0.002649	0	Compound - treats - Disease	CtD	131
3020	755	0.40013	0.1245	0	0	0.2053	0.0013245	0	Compound - treats - Disease	CtD	131
3775	755	0.50013	0.1245	0	0.0013245	0.21457	0	0	Compound - treats - Disease	CtD	131
4530	755	0.60013	0.11523	0	0.0013245	0.2106	0	0	Compound - treats - Disease	CtD	131
5285	755	0.70013	0.11788	0.0039735	0.002649	0.20132	0	0	Compound - treats - Disease	CtD	131
6040	755	0.80013	0.11921	0	0	0.20795	0	0	Compound - treats - Disease	CtD	131
6795	755	0.90013	0.13245	0	0.0013245	0.23179	0.0013245	0	Compound - treats - Disease	CtD	131
7549	754	1	0.11656	0	0.0026525	0.21353	0	0	Compound - treats - Disease	CtD	131
11571	11572	0.10001	0.2635	0	0.00043208	0.20843	0.0022468	0	Compound - binds - Gene	CbG	131
23142	11571	0.20001	0.13473	0	0.00077781	0.20854	0.0021606	0	Compound - binds - Gene	CbG	131
34713	11571	0.30001	0.11105	8.6423e-05	0.0012963	0.20888	0.0014692	0	Compound - binds - Gene	CbG	131
46284	11571	0.40001	0.10691	8.6423e-05	0.00043211	0.20819	0.002852	0	Compound - binds - Gene	CbG	131
57855	11571	0.50001	0.10509	0.00017285	0.00051854	0.20569	0.0017285	0	Compound - binds - Gene	CbG	131
69426	11571	0.60001	0.10535	0	0.00069138	0.21018	0.0019013	0	Compound - binds - Gene	CbG	131
80997	11571	0.70001	0.10172	0	0.00086423	0.21087	0.0018149	0	Compound - binds - Gene	CbG	131
92568	11571	0.80001	0.10258	0	0.0010371	0.20206	0.0020742	0	Compound - binds - Gene	CbG	131
104139	11571	0.90001	0.10526	8.6423e-05	0.00069138	0.20966	0.0013828	0	Compound - binds - Gene	CbG	131
115709	11570	1	0.10397	8.643e-05	0.00051858	0.20778	0.0016422	0	Compound - binds - Gene	CbG	131
